Motion Through Fluids Experiment Mon, Mar 09, 2020 4:02 PM
Time(sec)	Position(mm)
0.023	14.343
0.073	19.811
0.123	25.825
0.173	31.839
0.223	38.400
0.273	44.414
0.323	50.975
0.373	56.989
0.423	63.550
0.473	70.111
0.523	77.219
0.573	84.327
0.623	90.887
0.673	97.995
0.723	105.650
0.773	112.757
0.823	119.865
0.873	127.519
0.923	134.080
0.973	141.188
1.023	148.842
1.073	156.497
1.123	164.151
1.173	172.352
1.224	180.007
1.273	187.661
1.323	194.769
1.373	202.423
1.423	209.531
1.473	217.185
1.523	224.293
1.573	231.401
1.623	239.055
1.673	246.163
1.723	253.270
1.773	0.000
1.823	0.000
1.873	0.000
1.923	0.000
1.973	0.000
2.023	0.000
2.073	0.000
2.123	0.000
2.173	0.000
2.223	0.000
2.273	0.000
2.323	0.000
2.373	0.000
2.423	0.000
2.473	0.000
2.523	0.000
2.573	0.000
2.623	0.000
2.673	0.000
2.723	0.000
2.773	0.000
2.824	0.000
2.873	0.000
2.923	0.000
2.974	0.000
