Motion Through Fluids Experiment Mon, Mar 09, 2020 4:35 PM
Time(sec)	Position(mm)
0.033	39.494
0.083	42.227
0.133	44.961
0.183	47.695
0.233	50.428
0.283	53.162
0.333	55.896
0.383	58.630
0.433	61.363
0.483	64.097
0.533	66.831
0.583	69.564
0.633	72.298
0.683	75.032
0.733	77.766
0.783	80.499
0.833	83.233
0.883	85.967
0.933	88.701
0.983	91.434
1.033	94.168
1.083	96.902
1.133	99.635
1.183	102.369
1.233	105.103
1.283	107.837
1.334	110.024
1.383	112.757
1.433	115.491
1.483	118.225
1.533	120.958
1.583	123.692
1.633	126.426
1.683	129.160
1.733	131.893
1.783	134.627
1.833	137.361
1.883	140.094
1.933	142.828
1.983	145.015
2.033	147.749
2.083	149.936
2.133	152.670
2.183	155.403
2.233	158.137
2.283	160.871
2.333	163.604
2.384	166.338
2.433	169.072
2.483	171.806
2.533	174.539
2.583	176.726
2.633	179.460
2.683	182.194
2.733	184.927
2.783	187.661
2.833	190.395
2.883	193.129
2.933	195.862
2.983	198.049
3.033	200.783
3.083	203.517
3.133	206.250
3.183	208.984
3.233	211.718
3.283	214.452
3.333	216.638
3.384	219.372
3.433	222.106
3.483	224.840
3.533	227.573
3.583	230.307
3.633	233.041
3.683	235.228
3.733	237.962
3.783	240.695
3.833	243.429
3.883	245.616
3.933	248.350
3.983	250.537
4.033	253.270
4.083	254.364
4.133	0.000
4.183	0.000
4.233	0.000
4.283	0.000
4.333	0.000
4.383	0.000
4.433	0.000
4.483	0.000
4.533	0.000
4.583	0.000
4.633	0.000
4.683	0.000
4.733	0.000
4.783	0.000
4.833	0.000
4.883	0.000
4.933	0.000
4.983	0.000
