Motion Through Fluids Experiment Fri, Mar 13, 2020 9:43 AM
Time(sec)	Position(mm)
0.030	24.732
0.130	28.012
0.180	29.652
0.230	31.292
0.280	32.933
0.330	34.026
0.380	35.666
0.430	37.307
0.480	38.947
0.530	40.587
0.580	41.681
0.630	43.321
0.680	44.961
0.730	46.601
0.780	48.241
0.830	49.335
0.880	50.975
0.930	52.615
0.980	54.256
1.030	55.349
1.080	56.989
1.130	58.630
1.180	60.270
1.230	61.363
1.280	63.004
1.330	64.644
1.380	66.284
1.430	67.924
1.480	69.564
1.530	70.658
1.580	72.298
1.630	73.938
1.680	75.579
1.730	76.672
1.780	78.312
1.830	79.953
1.880	81.593
1.930	83.233
1.980	84.327
2.030	85.967
2.080	87.607
2.130	89.247
2.180	90.341
2.230	91.981
2.280	93.621
2.330	95.261
2.380	96.902
2.430	97.995
2.480	99.635
2.530	101.276
2.580	102.916
2.630	104.556
2.680	105.650
2.730	107.290
2.782	108.930
2.830	110.570
2.880	111.664
2.930	113.304
2.980	114.944
3.030	116.584
3.080	118.225
3.130	119.318
3.180	120.958
3.230	122.599
3.280	124.239
3.330	125.332
3.380	126.973
3.431	128.613
3.480	130.253
3.530	131.347
3.580	132.987
3.630	134.627
3.680	136.267
3.730	137.907
3.780	139.548
3.830	140.641
3.880	142.281
3.930	143.922
3.980	145.562
4.030	146.655
4.080	148.296
4.130	149.389
4.180	151.029
4.230	152.670
4.280	154.310
4.330	155.403
4.380	157.043
4.430	158.684
4.480	160.324
4.531	161.417
4.580	163.058
4.630	164.698
4.681	166.338
4.730	167.978
4.780	169.072
4.830	170.712
4.880	172.352
4.930	173.992
4.980	175.633
5.030	176.726
5.080	178.366
5.130	180.007
5.180	181.100
5.230	182.740
5.280	184.381
5.330	186.021
5.380	187.114
5.430	188.755
5.480	190.395
5.530	192.035
5.580	193.675
5.630	194.769
5.681	196.409
5.730	198.049
5.780	199.689
5.830	201.330
5.880	202.423
5.930	204.063
5.980	205.704
6.030	207.344
