Motion Through Fluids Experiment Fri, Mar 13, 2020 10:03 AM
Time(sec)	Position(mm)
0.006	61.363
0.105	70.658
0.155	75.032
0.205	79.953
0.255	84.327
0.305	89.247
0.355	93.621
0.405	97.995
0.455	102.369
0.505	107.290
0.555	111.664
0.605	116.038
0.655	120.958
0.705	125.332
0.755	130.253
0.805	134.627
0.855	139.548
0.905	144.468
0.955	148.842
1.005	153.763
1.055	158.137
1.105	162.511
1.155	167.432
1.205	171.806
1.256	176.179
1.305	181.100
1.355	186.021
1.405	190.395
1.455	195.316
1.505	199.689
1.556	204.610
1.605	209.531
1.656	213.905
1.705	218.279
1.755	223.199
1.805	227.573
1.855	231.947
1.905	236.321
1.955	241.242
2.006	245.616
2.055	249.990
2.105	254.911
2.155	0.000
2.205	0.000
2.255	0.000
2.305	0.000
2.355	0.000
2.405	0.000
2.455	0.000
2.505	0.000
2.555	0.000
2.605	0.000
2.655	0.000
2.705	0.000
2.756	0.000
2.806	0.000
2.855	0.000
2.905	0.000
2.955	0.000
3.005	0.000
3.055	0.000
3.105	0.000
3.155	0.000
3.205	0.000
3.255	0.000
3.306	0.000
3.356	0.000
3.405	0.000
3.455	0.000
3.505	0.000
3.555	0.000
3.605	0.000
3.655	0.000
3.706	0.000
3.755	0.000
3.805	0.000
3.855	0.000
3.905	0.000
3.955	0.000
4.005	0.000
