Motion Through Fluids Experiment Fri, Mar 13, 2020 10:01 AM
Time(sec)	Position(mm)
0.031	72.298
0.081	77.219
0.131	81.593
0.181	85.420
0.231	90.341
0.281	95.261
0.331	100.182
0.382	105.103
0.431	108.930
0.481	113.851
0.531	118.771
0.581	123.692
0.631	128.613
0.681	132.987
0.731	137.907
0.781	142.828
0.831	147.749
0.881	152.670
0.931	157.590
0.981	162.511
1.031	166.885
1.081	171.806
1.131	176.726
1.181	181.647
1.231	186.021
1.281	190.942
1.331	195.862
1.381	200.783
1.431	205.157
1.481	210.078
1.531	214.998
1.581	219.919
1.631	224.293
1.681	228.667
1.732	233.588
1.781	237.962
1.831	242.882
1.881	247.256
1.931	252.177
1.981	0.000
2.031	0.000
2.081	0.000
2.132	0.000
2.182	0.000
2.231	0.000
2.281	0.000
2.331	0.000
2.381	0.000
2.431	0.000
2.481	0.000
2.531	0.000
2.581	0.000
2.631	0.000
2.681	0.000
2.731	0.000
2.781	0.000
2.831	0.000
2.881	0.000
2.931	0.000
2.981	0.000
3.032	0.000
3.081	0.000
3.131	0.000
3.181	0.000
3.231	0.000
3.281	0.000
3.331	0.000
3.381	0.000
3.431	0.000
3.481	0.000
3.531	0.000
3.581	0.000
3.631	0.000
3.681	0.000
3.731	0.000
3.781	0.000
3.831	0.000
3.881	0.000
3.931	0.000
3.981	0.000
