Motion Through Fluids Experiment Mon, Mar 09, 2020 4:36 PM
Time(sec)	Position(mm)
0.021	15.984
0.121	21.451
0.171	24.185
0.222	26.918
0.271	29.652
0.321	32.386
0.371	35.666
0.421	38.400
0.471	41.134
0.521	43.868
0.571	46.601
0.621	49.335
0.671	52.069
0.721	54.802
0.772	57.536
0.821	60.270
0.871	63.004
0.921	65.737
0.971	69.018
1.021	71.751
1.071	74.485
1.121	77.219
1.171	79.953
1.221	82.686
1.271	85.420
1.321	88.154
1.371	90.887
1.421	93.621
1.471	96.355
1.521	99.089
1.571	101.822
1.621	104.556
1.671	107.290
1.722	110.024
1.771	112.757
1.821	115.491
1.871	118.225
1.921	120.958
1.971	123.145
2.021	125.879
2.071	128.613
2.121	131.347
2.171	134.080
2.221	136.814
2.271	139.548
2.321	142.281
2.371	145.015
2.421	147.749
2.471	150.483
2.521	153.216
2.571	155.950
2.621	158.137
2.671	160.871
2.721	164.151
2.771	166.338
2.821	169.072
2.871	171.806
2.921	174.539
2.971	177.273
3.021	180.007
3.072	182.740
3.121	185.474
3.171	188.208
3.221	190.942
3.271	193.675
3.321	196.409
3.371	199.143
3.421	201.330
3.471	204.063
3.521	206.797
3.571	209.531
3.621	212.265
3.671	214.998
3.721	217.732
3.771	220.466
3.821	223.199
3.871	225.933
3.921	228.667
3.972	230.854
4.021	233.588
4.071	236.321
4.121	239.055
4.171	241.789
4.221	244.522
4.271	246.709
4.321	249.443
4.371	251.630
4.421	253.817
4.472	254.911
4.521	0.000
4.571	0.000
4.621	0.000
4.671	0.000
4.721	0.000
4.771	0.000
4.822	0.000
4.872	0.000
4.921	0.000
4.971	0.000
5.021	0.000
