Motion Through Fluids Experiment Fri, Mar 13, 2020 9:49 AM
Time(sec)	Position(mm)
0.025	38.400
0.122	42.774
0.172	45.508
0.222	48.241
0.272	50.428
0.322	53.162
0.372	55.896
0.422	58.083
0.472	60.817
0.522	63.550
0.572	65.737
0.622	68.471
0.672	71.205
0.722	73.392
0.772	76.125
0.822	78.312
0.872	81.046
0.922	83.780
0.972	85.967
1.022	88.701
1.072	91.434
1.122	93.621
1.172	96.355
1.222	98.542
1.272	101.276
1.322	104.009
1.372	106.196
1.422	108.930
1.472	111.664
1.522	113.851
1.572	116.584
1.622	119.318
1.672	121.505
1.722	124.239
1.772	126.426
1.822	129.160
1.872	131.893
1.922	134.080
1.973	136.814
2.022	139.548
2.072	141.735
2.122	144.468
2.172	146.655
2.222	149.389
2.272	152.123
2.322	154.310
2.372	157.043
2.422	159.230
2.472	161.964
2.522	164.698
2.572	166.885
2.623	169.619
2.672	171.806
2.722	174.539
2.772	176.726
2.822	179.460
2.922	184.381
3.022	189.301
3.072	192.035
3.122	194.769
3.172	196.956
3.222	199.143
3.272	201.876
3.322	204.063
3.372	206.797
3.422	209.531
3.472	211.718
3.522	214.452
3.572	216.638
3.622	219.372
3.672	222.106
3.722	224.293
3.772	227.027
3.822	229.214
3.872	231.947
3.922	234.134
3.972	236.868
4.022	239.055
4.072	241.789
4.122	243.976
4.172	246.709
4.222	248.896
4.272	251.083
4.322	253.270
4.373	254.364
4.422	0.000
4.475	0.000
4.522	0.000
4.573	0.000
4.623	0.000
4.672	0.000
4.722	0.000
4.772	0.000
4.822	0.000
4.873	0.000
4.922	0.000
4.972	0.000
5.022	0.000
5.072	0.000
5.122	0.000
5.172	0.000
5.222	0.000
5.272	0.000
5.322	0.000
5.372	0.000
5.422	0.000
5.472	0.000
5.522	0.000
5.572	0.000
5.622	0.000
5.672	0.000
5.722	0.000
5.772	0.000
5.872	0.000
5.922	0.000
5.972	0.000
6.022	0.000
6.072	0.000
6.122	0.000
6.172	0.000
