Motion Through Fluids Experiment Mon, Mar 09, 2020 3:39 PM
Time(sec)	Position(mm)
0.049	10.516
0.099	13.797
0.149	17.077
0.199	20.904
0.249	24.185
0.300	27.465
0.349	31.292
0.399	34.573
0.449	38.400
0.499	42.227
0.549	46.055
0.599	49.335
0.650	53.162
0.699	56.989
0.749	60.817
0.799	64.097
0.849	67.924
0.899	71.751
0.949	75.032
0.999	78.859
1.049	82.686
1.099	85.967
1.149	89.794
1.199	93.621
1.249	96.902
1.299	100.729
1.349	104.009
1.399	107.837
1.449	111.664
1.499	114.944
1.549	118.771
1.599	122.599
1.649	125.879
1.699	129.706
1.749	132.987
1.799	136.814
1.849	140.641
1.899	143.922
1.949	147.749
1.999	151.576
2.049	154.856
2.099	158.684
2.149	161.964
2.199	165.791
2.250	169.619
2.300	172.899
2.349	176.179
2.399	180.553
2.449	183.287
2.499	187.114
2.549	190.942
2.599	194.769
2.649	198.596
2.700	201.876
2.749	205.157
2.799	208.984
2.849	212.265
2.899	216.092
2.949	219.372
2.999	223.199
3.049	227.027
3.099	230.307
3.149	234.134
3.199	237.415
3.249	241.242
3.299	245.069
3.349	248.350
3.399	252.177
3.449	0.000
3.499	0.000
3.549	0.000
3.599	0.000
3.649	0.000
3.699	0.000
3.749	0.000
3.799	0.000
3.849	0.000
3.899	0.000
3.949	0.000
3.999	0.000
4.049	0.000
4.099	0.000
4.149	0.000
4.199	0.000
4.249	0.000
4.299	0.000
4.349	0.000
4.399	0.000
4.449	0.000
4.499	0.000
4.549	0.000
4.599	0.000
4.649	0.000
4.699	0.000
4.749	0.000
4.799	0.000
4.849	0.000
4.899	0.000
4.949	0.000
4.999	0.000
