Motion Through Fluids Experiment Mon, Mar 09, 2020 4:12 PM
Time(sec)	Position(mm)
0.032	0.000
0.081	0.000
0.131	0.000
0.181	0.000
0.231	0.000
0.281	0.000
0.331	0.000
0.381	0.000
0.431	0.000
0.481	0.000
0.531	0.000
0.581	0.000
0.633	0.000
0.681	0.000
0.731	0.000
0.781	0.000
0.831	0.000
0.881	0.000
0.931	0.000
0.981	0.000
1.031	0.000
1.082	0.000
1.131	0.000
1.181	0.000
1.231	0.000
1.281	0.000
1.331	0.000
1.381	0.000
1.431	0.000
1.481	0.000
1.531	0.000
1.581	0.000
1.632	0.000
1.681	0.000
1.731	0.000
1.781	0.000
1.831	0.000
1.881	0.000
1.931	0.675
1.981	0.675
2.031	1.222
2.081	1.222
2.131	1.768
2.181	1.768
2.231	1.768
2.281	2.315
2.331	2.315
2.381	2.315
2.431	2.862
2.481	2.862
2.531	3.409
2.581	3.409
2.633	3.409
2.681	3.955
2.731	3.955
2.781	3.955
2.831	4.502
2.881	4.502
2.931	5.049
2.982	5.049
3.031	5.049
3.081	5.595
3.131	5.595
3.181	6.142
3.231	6.142
3.281	6.142
3.331	6.142
3.381	6.689
3.431	6.689
3.481	7.236
3.531	7.236
3.581	7.236
3.633	7.782
3.681	7.782
3.731	8.329
3.781	8.329
3.831	8.329
3.881	8.876
3.931	8.876
3.981	9.423
4.031	9.423
4.081	9.423
4.131	9.969
4.181	9.969
4.231	9.969
4.281	10.516
4.331	10.516
4.381	11.063
4.431	11.063
4.481	11.063
4.531	11.610
4.581	11.610
4.631	11.610
4.681	12.156
4.731	12.156
4.781	12.703
4.832	12.703
4.882	12.703
4.931	13.250
4.981	13.250
5.031	13.250
5.081	13.797
5.131	13.797
5.181	14.343
5.231	14.343
5.281	14.343
5.331	14.890
5.381	14.890
5.431	15.437
5.481	15.437
5.531	15.437
5.581	15.984
5.631	15.984
5.681	15.984
5.731	16.530
5.781	16.530
5.831	17.077
5.881	17.077
5.931	17.077
5.981	17.624
6.031	17.624
6.081	18.171
6.131	18.171
6.181	18.171
6.231	18.717
6.281	18.717
6.331	18.717
6.381	19.264
6.431	19.264
6.481	19.811
6.531	19.811
6.581	19.811
6.631	20.358
6.681	20.358
6.732	20.358
6.781	20.904
6.831	20.904
6.881	21.451
6.931	21.451
6.981	21.451
7.031	21.998
7.081	21.998
7.132	22.545
7.181	22.545
7.231	22.545
7.281	23.091
7.331	23.091
7.381	23.091
7.431	23.638
7.481	23.638
7.531	23.638
7.581	24.185
7.631	24.185
7.681	24.732
7.731	24.732
7.781	24.732
7.831	25.278
7.881	25.278
7.931	25.825
7.981	25.825
8.031	25.825
8.081	26.372
8.131	26.372
8.181	26.918
8.231	26.918
8.281	26.918
8.331	27.465
8.381	27.465
8.431	27.465
8.481	28.012
8.531	28.012
8.581	28.559
8.631	28.559
8.681	28.559
8.731	29.105
8.781	29.105
8.831	29.652
8.881	29.652
8.931	29.652
8.982	30.199
9.031	30.199
9.081	30.199
9.131	30.746
9.181	30.746
9.231	31.292
9.281	31.292
9.331	31.292
9.381	31.839
9.431	31.839
9.481	31.839
9.531	32.386
9.581	32.386
9.631	32.933
9.681	32.933
9.731	32.933
9.781	33.479
9.831	33.479
9.881	34.026
9.931	34.026
9.981	34.026
