Motion Through Fluids Experiment Mon, Mar 09, 2020 4:15 PM
Time(sec)	Position(mm)
0.048	57.536
0.098	57.536
0.148	58.083
0.198	58.083
0.248	58.630
0.298	58.630
0.348	58.630
0.398	59.176
0.448	59.176
0.498	59.176
0.548	59.723
0.598	59.723
0.648	60.270
0.698	60.270
0.748	60.270
0.798	60.817
0.848	60.817
0.898	61.363
0.948	61.363
0.998	61.363
1.048	61.910
1.098	61.910
1.148	62.457
1.198	62.457
1.248	62.457
1.298	63.004
1.348	63.004
1.398	63.550
1.448	63.550
1.498	63.550
1.548	64.097
1.598	64.097
1.648	64.644
1.698	64.644
1.748	64.644
1.798	65.191
1.848	65.191
1.898	65.737
1.949	65.737
1.998	65.737
2.048	66.284
2.098	66.284
2.148	66.284
2.198	66.831
2.248	66.831
2.298	67.378
2.348	67.378
2.398	67.924
2.448	67.924
2.498	67.924
2.548	68.471
2.598	68.471
2.648	68.471
2.698	69.018
2.748	69.018
2.798	69.018
2.848	69.564
2.898	69.564
2.948	70.111
2.998	70.111
3.048	70.658
3.098	70.658
3.148	70.658
3.198	71.205
3.248	71.205
3.298	71.205
3.348	71.751
3.398	71.751
3.448	72.298
3.498	72.298
3.548	72.298
3.598	72.845
3.648	72.845
3.699	73.392
3.748	73.392
3.798	73.392
3.848	73.938
3.898	73.938
3.948	73.938
3.998	74.485
4.048	74.485
4.098	75.032
4.148	75.032
4.198	75.579
4.248	75.579
4.298	75.579
4.348	76.125
4.398	76.125
4.448	76.672
4.498	76.672
4.548	76.672
4.598	77.219
4.648	77.219
4.699	77.219
4.748	77.766
4.798	77.766
4.848	77.766
4.898	78.312
4.948	78.312
4.998	78.859
5.048	78.859
5.098	79.406
5.148	79.406
5.198	79.406
5.248	79.953
5.298	79.953
5.348	79.953
5.398	80.499
5.448	80.499
5.498	81.046
5.548	81.046
5.598	81.046
5.648	81.593
5.698	81.593
5.748	82.140
5.798	82.140
5.848	82.140
5.898	82.686
5.948	82.686
5.998	82.686
6.048	83.233
6.098	83.233
6.148	83.780
6.198	83.780
6.248	83.780
6.298	84.327
6.348	84.327
6.398	84.327
6.448	84.873
6.498	84.873
6.548	85.420
6.598	85.420
6.648	85.420
6.698	85.967
6.748	85.967
6.798	86.514
6.848	86.514
6.898	86.514
6.948	87.060
6.998	87.060
7.048	87.607
7.098	87.607
7.148	87.607
7.198	88.154
7.248	88.154
7.298	88.154
7.348	88.701
7.398	88.701
7.448	89.247
7.498	89.247
7.548	89.247
7.598	89.794
7.648	89.794
7.698	90.341
7.748	90.341
7.798	90.341
7.848	90.887
7.898	90.887
7.948	90.887
7.998	91.434
8.049	91.434
8.098	91.981
8.148	91.981
8.198	91.981
8.248	92.528
8.298	92.528
8.348	93.074
8.398	93.074
8.448	93.074
8.498	93.621
8.548	93.621
8.598	94.168
8.648	94.168
8.698	94.168
8.748	94.715
8.798	94.715
8.848	95.261
8.898	95.261
8.948	95.261
8.998	95.808
9.048	95.808
9.098	95.808
9.148	96.355
9.198	96.355
9.248	96.902
9.298	96.902
9.348	96.902
9.398	97.448
9.448	97.448
9.498	97.448
9.548	97.995
9.598	97.995
9.648	98.542
9.698	98.542
9.748	98.542
9.798	99.089
9.849	99.089
9.898	99.635
9.949	99.635
9.998	99.635
