Motion Through Fluids Experiment Fri, Mar 13, 2020 10:11 AM
Time(sec)	Position(mm)
0.036	43.868
0.086	48.788
0.137	54.256
0.186	59.723
0.236	65.191
0.286	70.658
0.336	76.672
0.386	82.686
0.436	88.154
0.486	94.168
0.536	100.182
0.586	106.196
0.636	112.210
0.686	118.225
0.736	124.239
0.786	130.800
0.836	136.814
0.886	143.375
0.936	149.389
0.986	155.950
1.036	162.511
1.086	168.525
1.136	174.539
1.186	181.100
1.236	187.114
1.286	193.675
1.336	199.689
1.386	206.250
1.436	212.265
1.486	218.825
1.537	225.386
1.586	231.947
1.636	237.962
1.686	244.522
1.736	251.083
1.786	0.000
1.836	0.000
1.886	0.000
1.936	0.000
1.986	0.000
2.036	0.000
2.086	0.000
2.136	0.000
2.186	0.000
2.236	0.000
2.286	0.000
2.336	0.000
2.386	0.000
2.436	0.000
2.486	0.000
2.536	0.000
2.586	0.000
2.636	0.000
2.686	0.000
2.736	0.000
2.786	0.000
2.836	0.000
2.886	0.000
2.936	0.000
2.986	0.000
3.036	0.000
3.086	0.000
3.136	0.000
3.186	0.000
3.236	0.000
3.286	0.000
3.337	0.000
3.386	0.000
3.437	0.000
3.486	0.000
3.537	0.000
3.586	0.000
3.636	0.000
3.686	0.000
3.737	0.000
3.786	0.000
3.836	0.000
3.886	0.000
3.936	0.000
3.986	0.000
