Motion Through Fluids Experiment Fri, Mar 13, 2020 10:00 AM
Time(sec)	Position(mm)
0.009	60.270
0.109	69.564
0.160	74.485
0.209	79.406
0.259	83.780
0.309	88.701
0.359	93.074
0.409	97.995
0.459	102.369
0.509	107.290
0.559	112.210
0.609	116.584
0.659	121.505
0.709	126.426
0.759	131.347
0.809	135.720
0.859	140.094
0.909	145.015
0.959	149.389
1.009	154.310
1.059	159.230
1.109	163.604
1.159	168.525
1.209	173.446
1.259	177.820
1.309	182.740
1.359	187.661
1.409	192.582
1.459	196.956
1.509	201.876
1.559	206.250
1.609	210.624
1.659	214.998
1.709	219.919
1.759	224.293
1.809	228.667
1.859	233.588
1.909	238.508
1.959	242.335
2.009	247.803
2.109	0.000
2.209	0.000
2.259	0.000
2.309	0.000
2.359	0.000
2.409	0.000
2.459	0.000
2.510	0.000
2.559	0.000
2.609	0.000
2.659	0.000
2.709	0.000
2.759	0.000
2.809	0.000
2.859	0.000
2.909	0.000
2.960	0.000
3.009	0.000
3.059	0.000
3.109	0.000
3.159	0.000
3.209	0.000
3.259	0.000
3.309	0.000
3.359	0.000
3.409	0.000
3.459	0.000
3.509	0.000
3.559	0.000
3.609	0.000
3.659	0.000
3.709	0.000
3.759	0.000
3.809	0.000
3.859	0.000
3.909	0.000
3.959	0.000
4.009	0.000
4.059	0.000
4.109	0.000
4.159	0.000
4.209	0.000
4.259	0.000
4.309	0.000
4.359	0.000
4.409	0.000
4.459	0.000
4.509	0.000
4.559	0.000
4.609	0.000
4.659	0.000
4.709	0.000
4.759	0.000
4.809	0.000
4.859	0.000
4.909	0.000
4.959	0.000
5.009	0.000
5.059	0.000
5.109	0.000
