Motion Through Fluids Experiment Mon, Mar 09, 2020 3:42 PM
Time(sec)	Position(mm)
0.036	33.479
0.136	42.227
0.186	46.601
0.236	50.975
0.286	55.896
0.336	59.723
0.386	64.644
0.436	68.471
0.487	72.845
0.536	77.219
0.586	81.593
0.636	85.967
0.686	90.341
0.736	94.715
0.786	99.635
0.836	104.009
0.886	108.383
0.936	113.304
0.987	117.678
1.036	122.052
1.086	126.973
1.136	131.347
1.186	135.720
1.236	140.094
1.286	144.468
1.336	148.842
1.386	153.763
1.436	158.137
1.486	163.058
1.536	167.432
1.586	171.806
1.636	176.726
1.686	181.100
1.736	186.021
1.786	190.395
1.836	195.316
1.886	199.689
1.937	204.063
1.986	208.437
2.036	213.358
2.086	217.732
2.136	222.653
2.186	227.027
2.236	231.401
2.286	236.321
2.336	240.695
2.386	245.616
2.436	249.990
2.486	254.911
2.536	0.000
2.586	0.000
2.636	0.000
2.686	0.000
2.737	0.000
2.787	0.000
2.836	0.000
2.886	0.000
2.936	0.000
2.986	0.000
3.036	0.000
3.086	0.000
3.136	0.000
3.186	0.000
3.236	0.000
3.286	0.000
3.336	0.000
3.386	0.000
3.436	0.000
3.536	0.000
3.586	0.000
3.636	0.000
3.686	0.000
3.736	0.000
3.786	0.000
3.836	0.000
3.886	0.000
3.936	0.000
3.986	0.000
4.036	0.000
4.086	0.000
4.136	0.000
4.186	0.000
4.236	0.000
4.286	0.000
4.336	0.000
4.386	0.000
4.436	0.000
4.486	0.000
4.536	0.000
4.586	0.000
4.636	0.000
4.686	0.000
4.736	0.000
4.786	0.000
4.836	0.000
4.886	0.000
4.937	0.000
4.986	0.000
5.036	0.000
5.086	0.000
5.136	0.000
5.186	0.000
5.237	0.000
5.286	0.000
5.336	0.000
5.386	0.000
5.436	0.000
5.486	0.000
5.536	0.000
5.586	0.000
5.636	0.000
5.686	0.000
5.736	0.000
5.786	0.000
5.836	0.000
5.886	0.000
5.936	0.000
5.986	0.000
6.036	0.000
6.086	0.000
