Motion Through Fluids Experiment Fri, Mar 13, 2020 9:41 AM
Time(sec)	Position(mm)
0.016	18.717
0.116	19.811
0.166	20.904
0.216	21.451
0.266	21.998
0.316	23.091
0.366	23.638
0.416	24.732
0.466	25.278
0.516	25.825
0.566	26.372
0.616	27.465
0.666	28.012
0.716	29.105
0.766	29.652
0.816	30.199
0.866	30.746
0.916	31.839
0.966	32.386
1.016	32.933
1.066	34.026
1.116	34.573
1.166	35.120
1.216	36.213
1.267	36.760
1.316	37.853
1.366	38.400
1.416	38.947
1.466	39.494
1.516	40.587
1.566	41.134
1.616	41.681
1.666	42.774
1.716	43.321
1.766	43.868
1.817	44.961
1.866	45.508
1.916	46.055
1.966	47.148
2.016	47.695
2.066	48.241
2.116	49.335
2.166	49.882
2.216	50.428
2.266	51.522
2.316	52.069
2.366	52.615
2.416	53.162
2.466	54.256
2.516	54.802
2.566	55.349
2.616	56.443
2.666	56.989
2.716	57.536
2.766	58.630
2.816	59.176
2.866	59.723
2.916	60.817
2.966	61.363
3.016	61.910
3.066	63.004
3.116	63.550
3.166	64.097
3.216	64.644
3.266	65.737
3.316	66.284
3.366	66.831
3.416	67.924
3.466	68.471
3.516	69.018
3.566	70.111
3.616	70.658
3.666	71.751
3.716	72.298
3.766	72.845
3.816	73.392
3.866	73.938
3.916	75.032
3.966	75.579
4.016	76.672
4.066	77.219
4.116	77.766
4.166	78.312
4.216	79.406
4.266	79.953
4.316	80.499
4.366	81.593
4.417	82.140
4.466	82.686
4.516	83.780
4.566	84.327
4.616	84.873
4.666	85.967
4.717	86.514
4.766	87.060
4.816	87.607
4.866	88.701
4.916	89.247
4.966	89.794
5.016	90.887
5.066	91.434
5.116	91.981
5.166	93.074
5.216	93.621
5.266	94.168
5.316	95.261
5.366	95.808
5.416	96.355
5.466	97.448
5.516	97.995
5.566	98.542
5.616	99.089
5.666	100.182
5.716	100.729
5.766	101.276
5.817	102.369
5.867	102.916
5.916	103.463
5.966	104.556
6.016	105.103
