Motion Through Fluids Experiment Mon, Mar 09, 2020 4:21 PM
Time(sec)	Position(mm)
0.031	83.780
0.081	83.780
0.131	84.327
0.181	84.873
0.231	85.420
0.281	85.967
0.331	86.514
0.381	86.514
0.431	87.060
0.481	87.607
0.531	88.154
0.581	88.701
0.631	88.701
0.681	89.247
0.731	89.794
0.781	90.341
0.831	90.887
0.881	90.887
0.931	91.434
0.981	91.981
1.031	92.528
1.081	93.074
1.131	93.621
1.181	93.621
1.231	94.168
1.281	94.715
1.331	95.261
1.381	95.261
1.431	95.808
1.481	96.355
1.531	96.902
1.581	97.448
1.631	97.448
1.682	97.995
1.731	98.542
1.781	99.089
1.831	99.635
1.881	100.182
1.931	100.182
1.981	100.729
2.031	101.276
2.081	101.822
2.132	102.369
2.181	102.369
2.231	102.916
2.281	103.463
2.331	104.009
2.381	104.556
2.431	105.103
2.481	105.103
2.531	105.650
2.581	106.196
2.631	106.743
2.681	107.290
2.731	107.290
2.781	107.837
2.831	108.383
2.881	108.930
2.931	109.477
2.981	109.477
3.032	110.024
3.082	110.570
3.132	111.117
3.181	111.664
3.231	112.210
3.281	112.210
3.331	112.757
3.381	113.304
3.431	113.851
3.481	114.397
3.531	114.397
3.581	114.944
3.631	115.491
3.681	116.038
3.731	116.584
3.781	116.584
3.831	117.131
3.881	117.678
3.931	118.225
3.981	118.771
4.032	118.771
4.081	119.318
4.131	119.865
4.181	120.412
4.231	120.958
4.281	120.958
4.331	121.505
4.381	122.052
4.431	122.599
4.481	123.145
4.531	123.692
4.581	123.692
4.631	124.239
4.681	124.786
4.731	125.332
4.782	125.879
4.831	125.879
4.881	126.426
4.931	126.973
4.981	127.519
5.031	128.066
5.081	128.066
5.131	128.613
5.181	129.160
5.231	129.706
5.281	130.253
5.331	130.800
5.381	130.800
5.431	131.347
5.481	131.893
5.531	132.440
5.581	132.987
5.631	132.987
5.681	133.533
5.731	134.080
5.781	134.627
5.832	135.174
5.882	135.174
5.931	135.720
5.981	136.267
6.031	136.814
6.081	137.361
6.131	137.361
6.181	137.907
6.231	138.454
6.281	139.001
6.331	139.548
6.381	140.094
6.431	140.094
6.481	140.641
6.531	141.188
6.581	141.735
6.631	142.281
6.681	142.281
6.731	142.828
6.781	143.375
6.831	143.922
6.881	144.468
6.931	144.468
6.981	145.015
7.031	145.562
7.081	146.109
7.131	146.655
7.181	146.655
7.231	147.202
7.281	147.749
7.331	148.296
7.381	148.296
7.431	148.842
7.481	149.389
7.531	149.936
7.581	150.483
7.631	150.483
7.681	151.029
7.731	151.576
7.781	152.123
7.831	152.670
7.881	153.216
7.931	153.216
7.981	153.763
8.031	154.310
8.081	154.856
8.131	155.403
8.181	155.403
8.231	155.950
8.281	156.497
8.331	157.043
8.381	157.590
8.431	157.590
8.481	158.137
8.531	158.684
8.581	159.230
8.631	159.777
8.681	160.324
8.731	160.324
8.782	160.871
8.831	161.417
8.881	161.964
8.931	162.511
8.981	162.511
9.032	163.058
9.081	163.604
9.131	164.151
9.181	164.698
9.231	164.698
9.281	165.245
9.331	165.791
9.381	166.338
9.431	166.885
9.481	166.885
9.531	167.432
9.581	167.978
9.631	168.525
9.681	169.072
9.731	169.619
9.781	169.619
9.831	170.165
9.881	170.712
9.931	171.259
9.981	171.806
