Motion Through Fluids Experiment Mon, Mar 09, 2020 4:32 PM
Time(sec)	Position(mm)
0.048	0.000
0.098	0.000
0.148	1.222
0.198	2.315
0.248	3.955
0.298	5.595
0.348	7.236
0.398	8.876
0.448	10.516
0.498	12.156
0.548	14.343
0.598	15.984
0.648	17.624
0.699	19.264
0.748	20.904
0.798	22.545
0.848	24.185
0.898	25.825
0.948	27.465
0.998	29.105
1.048	30.746
1.098	32.386
1.148	34.026
1.198	35.666
1.248	37.307
1.298	38.947
1.348	40.587
1.398	42.227
1.448	43.868
1.498	45.508
1.548	47.148
1.598	48.788
1.648	50.428
1.698	52.069
1.748	53.709
1.798	55.349
1.848	56.989
1.898	58.630
1.948	60.270
1.998	61.910
2.048	63.550
2.098	65.191
2.148	66.831
2.199	68.471
2.248	70.111
2.298	71.751
2.348	73.392
2.398	75.032
2.448	76.672
2.498	78.312
2.549	79.953
2.598	81.593
2.648	83.233
2.698	84.873
2.748	86.514
2.798	88.154
2.848	89.794
2.898	91.434
2.948	93.074
2.998	94.715
3.048	96.355
3.098	97.995
3.148	99.635
3.198	101.276
3.248	102.916
3.298	104.556
3.348	106.196
3.398	107.837
3.448	109.477
3.498	111.117
3.548	112.757
3.598	114.397
3.648	116.038
3.698	117.678
3.748	119.318
3.798	120.958
3.848	122.599
3.899	124.239
3.948	125.879
3.998	127.519
4.048	129.160
4.098	130.800
4.148	132.440
4.198	134.080
4.248	135.720
4.298	137.361
4.348	139.001
4.398	140.641
4.448	142.281
4.498	143.922
4.548	145.015
4.598	146.655
4.648	148.296
4.698	149.936
4.748	151.576
4.798	153.216
4.848	154.856
4.898	156.497
4.948	158.137
4.998	159.777
5.048	161.417
5.098	163.058
5.148	164.151
5.198	165.791
5.248	167.432
5.298	169.072
5.348	170.712
5.398	172.352
5.448	173.992
5.498	175.633
5.548	177.273
5.598	178.913
5.648	180.553
5.699	182.194
5.748	183.834
5.798	185.474
5.848	187.114
5.898	188.755
5.948	190.395
5.998	192.035
6.048	193.675
6.098	195.316
6.148	196.409
6.198	198.049
6.248	199.689
6.298	201.330
6.348	202.970
6.398	204.610
6.448	206.250
6.498	207.891
6.548	209.531
6.598	211.171
6.648	212.811
6.698	214.452
6.748	216.092
6.798	217.732
6.849	219.372
6.898	221.012
6.948	222.106
6.998	223.746
7.048	225.386
7.098	227.027
7.148	228.667
7.198	230.307
7.248	231.947
7.298	233.588
7.348	235.228
7.398	236.868
7.448	238.508
7.498	239.602
7.548	241.242
7.598	242.882
7.649	244.522
7.698	245.616
7.748	247.256
7.798	248.896
7.848	250.537
7.898	251.630
7.948	253.270
7.998	254.364
