Motion Through Fluids Experiment Mon, Mar 09, 2020 4:31 PM
Time(sec)	Position(mm)
0.047	13.797
0.097	15.437
0.147	17.077
0.197	18.717
0.247	20.358
0.297	21.998
0.347	23.638
0.397	25.278
0.447	26.918
0.497	28.559
0.547	30.199
0.597	31.839
0.647	33.479
0.697	35.120
0.747	36.760
0.797	38.400
0.847	40.040
0.897	41.681
0.947	42.774
0.997	44.414
1.047	46.055
1.097	47.695
1.147	49.335
1.197	50.975
1.247	52.615
1.297	54.256
1.347	55.896
1.397	57.536
1.447	59.176
1.497	60.817
1.547	62.457
1.597	64.097
1.647	65.737
1.698	66.831
1.748	68.471
1.797	70.111
1.847	71.751
1.897	73.392
1.947	75.032
1.997	76.672
2.047	78.312
2.097	79.953
2.147	81.593
2.197	83.233
2.247	84.873
2.298	86.514
2.347	88.154
2.398	89.794
2.448	91.434
2.497	93.074
2.547	94.715
2.597	96.355
2.647	97.995
2.697	99.635
2.747	101.276
2.797	102.369
2.847	104.556
2.897	105.650
2.947	107.290
2.997	108.930
3.047	110.570
3.097	112.210
3.147	113.851
3.197	115.491
3.247	117.131
3.297	118.771
3.347	120.412
3.397	122.052
3.447	123.145
3.497	124.786
3.547	126.426
3.597	128.066
3.648	129.706
3.697	131.347
3.747	132.987
3.797	134.627
3.847	136.267
3.897	137.907
3.947	139.548
3.998	141.188
4.047	142.828
4.097	143.922
4.147	145.562
4.197	147.202
4.247	148.842
4.297	150.483
4.347	152.123
4.397	153.763
4.447	154.856
4.497	156.497
4.547	158.137
4.597	159.777
4.647	161.417
4.697	163.058
4.747	164.698
4.797	166.338
4.847	167.978
4.897	169.619
4.947	170.712
4.997	172.352
5.047	173.992
5.097	175.633
5.147	177.273
5.197	178.913
5.247	180.553
5.297	182.194
5.347	183.834
5.397	185.474
5.447	186.568
5.497	188.208
5.547	189.848
5.597	191.488
5.647	193.129
5.697	194.769
5.747	196.409
5.797	198.049
5.848	199.689
5.897	200.783
5.947	202.423
5.997	204.063
6.047	205.704
6.097	207.344
6.148	208.984
6.198	210.624
6.247	212.265
6.297	213.905
6.348	215.545
6.397	216.638
6.447	218.279
6.497	219.919
6.547	221.559
6.597	223.199
6.647	224.840
6.697	226.480
6.747	227.573
6.797	229.214
6.847	230.854
6.898	232.494
6.947	234.134
6.997	235.775
7.047	236.868
7.097	238.508
7.147	240.148
7.197	241.789
7.247	243.429
7.297	244.522
7.347	246.163
7.397	247.803
7.447	248.896
7.497	250.537
7.547	251.630
7.598	253.270
7.647	254.364
7.697	254.911
7.747	0.000
7.797	0.000
7.847	0.000
7.898	0.000
7.947	0.000
7.997	0.000
