Sample	Distance(cm)
1676	24.1677	
1677	24.0361	
1678	23.8573	
1679	23.7171	
1680	23.5683	
1681	23.4238	
1682	23.2664	
1683	23.1048	
1684	22.9732	
1685	22.8115	
1686	22.6498	
1687	22.4709	
1688	22.2663	
1689	22.1175	
1690	21.9859	
1691	21.8629	
1692	21.7528	
1693	21.6514	
1694	21.5542	
1695	21.4914	
1696	21.4329	
1697	21.3701	
1698	21.337	
1699	21.3087	
1700	21.2932	
1701	21.2906	
1702	21.3009	
1703	21.3327	
1704	21.3689	
1705	21.3749	
1706	21.3508	
1707	21.4127	
1708	21.6165	
1709	21.7214	
1710	21.8049	
1711	21.9786	
1712	22.1003	
1713	22.2181	
1714	22.3617	
1715	22.4967	
1716	22.6361	
1717	22.7754	
1718	22.919	
1719	23.0583	
1720	23.1933	
1721	23.3327	
1722	23.4634	
1723	23.6027	
1724	23.7416	
1725	23.8637	
1726	23.9901	
1727	24.0864	
1728	24.1785	
1729	24.2576	
1730	24.3281	
1731	24.3857	
1732	24.4261	
1733	24.4494	
1734	24.4683	
1735	24.4657	
1736	24.4631	
1737	24.452	
1738	24.4446	
1739	24.4335	
1740	24.418	
1741	24.3724	
1742	24.3311	
1743	24.2468	
1744	24.1067	
1745	23.9837	
1746	23.865	
1747	23.6689	
1748	23.5373	
1749	23.3886	
1750	23.2312	
1751	23.1125	
1752	22.968	
1753	22.888	
1754	22.7479	
1755	22.6507	
1756	22.5363	
1757	22.3918	
1758	22.2774	
1759	22.1072	
1760	21.9794	
1761	21.8952	
1762	21.7808	
1763	21.6922	
1764	21.6595	
1765	21.6484	
1766	21.6157	
1767	21.5873	
1768	21.5761	
1769	21.5735	
1770	21.5838	
1771	21.6071	
1772	21.6389	
1773	21.675	
1774	21.7326	
1775	21.7903	
1776	21.8646	
1777	21.9653	
1778	22.0745	
1779	22.1751	
1780	22.3015	
1781	22.4279	
1782	22.5501	
1783	22.7238	
1784	22.8545	
1785	23.0067	
1786	23.1546	
1787	23.2768	
1788	23.4243	
1789	23.5335	
1790	23.6857	
1791	23.7949	
1792	23.9213	
1793	24.0736	
1794	24.1699	
1795	24.292	
1796	24.3969	
1797	24.4674	
1798	24.5293	
1799	24.5913	
1800	24.6532	
1801	24.6803	
1802	24.6863	
1803	24.6966	
1804	24.6768	
1805	24.6614	
1806	24.6373	
1807	24.5917	
1808	24.5332	
1809	24.4575	
1810	24.3432	
1811	24.2546	
1812	24.1402	
1813	23.9828	
1814	23.8641	
1815	23.7455	
1816	23.6096	
1817	23.4694	
1818	23.3335	
1819	23.1761	
1820	23.036	
1821	22.8915	
1822	22.7509	
1823	22.6064	
1824	22.4705	
1825	22.3389	
1826	22.1901	
1827	22.0715	
1828	21.9399	
1829	21.7997	
1830	21.7326	
1831	21.6226	
1832	21.491	
1833	21.4196	
1834	21.3912	
1835	21.3585	
1836	21.313	
1837	21.2889	
1838	21.2777	
1839	21.2837	
1840	21.3112	
1841	21.3469	
1842	21.3787	
1843	21.4321	
1844	21.4854	
1845	21.5473	
1846	21.6565	
1847	21.7528	
1848	21.8578	
1849	21.9627	
1850	22.0848	
1851	22.2155	
1852	22.3634	
1853	22.5071	
1854	22.6545	
1855	22.8025	
1856	22.9461	
1857	23.0897	
1858	23.2247	
1859	23.3726	
1860	23.512	
1861	23.647	
1862	23.8422	
1863	23.9901	
1864	24.1337	
1865	24.2645	
1866	24.3604	
1867	24.4395	
1868	24.5186	
1869	24.5934	
1870	24.6467	
1871	24.6872	
1872	24.7018	
1873	24.7121	
1874	24.7095	
1875	24.7026	
1876	24.6743	
1877	24.6287	
1878	24.5745	
1879	24.5117	
1880	24.4489	
1881	24.3819	
1882	24.2713	
1883	24.1785	
1884	24.0856	
1885	23.9368	
1886	23.831	
1887	23.6865	
1888	23.5163	
1889	23.3976	
1890	23.2273	
1891	23.1	
1892	22.9555	
1893	22.8154	
1894	22.6924	
1895	22.5307	
1896	22.4335	
1897	22.2977	
1898	22.1833	
1899	22.0904	
1900	21.9889	
1901	21.8917	
1902	21.8161	
1903	21.7447	
1904	21.6901	
1905	21.6402	
1906	21.6118	
1907	21.592	
1908	21.5894	
1909	21.5998	
1910	21.6144	
1911	21.6462	
1912	21.6952	
1913	21.7399	
1914	21.7847	
1915	21.8595	
1916	21.9558	
1917	21.9962	
1918	22.0624	
1919	22.1884	
1920	22.2804	
1921	22.4112	
1922	22.5505	
1923	22.6683	
1924	22.8248	
1925	22.9427	
1926	23.0863	
1927	23.2127	
1928	23.3477	
1929	23.4827	
1930	23.6005	
1931	23.7265	
1932	23.8358	
1933	23.9235	
1934	24.0241	
1935	24.1161	
1936	24.1909	
1937	24.2658	
1938	24.3277	
1939	24.3767	
1940	24.4128	
1941	24.4145	
1942	24.4292	
1943	24.418	
1944	24.3982	
1945	24.3698	
1946	24.3281	
1947	24.2653	
1948	24.1897	
1949	24.1183	
1950	24.034	
1951	23.9368	
1952	23.831	
1953	23.7252	
1954	23.6066	
1955	23.4793	
1956	23.3434	
1957	23.2118	
1958	23.0802	
1959	22.9315	
1960	22.7956	
1961	22.6597	
1962	22.5195	
1963	22.3836	
1964	22.2392	
1965	22.1162	
1966	21.9975	
1967	21.8831	
1968	21.7855	
1969	21.6926	
1970	21.6127	
1971	21.5241	
1972	21.4656	
1973	21.4157	
1974	21.3701	
1975	21.3461	
1976	21.3306	
1977	21.328	
1978	21.3469	
1979	21.3572	
1980	21.402	
1981	21.4553	
1982	21.5215	
1983	21.592	
1984	21.6879	
1985	21.7928	
1986	21.8934	
1987	21.9941	
1988	22.1205	
1989	22.2426	
1990	22.3862	
1991	22.5815	
1992	22.7466	
1993	22.959	
1994	23.0983	
1995	23.2634	
1996	23.4152	
1997	23.5588	
1998	23.7154	
1999	23.8461	
2000	23.9983	
2001	24.1333	
2002	24.221	
2003	24.3647	
2004	24.5126	
2005	24.5745	
2006	24.688	
2007	24.8488	
2008	24.9404	
2009	24.9894	
2010	25.0342	
2011	25.0703	
2012	25.0849	
2013	25.0737	
2014	25.0453	
2015	24.9697	
2016	24.8811	
2017	24.7925	
2018	24.7297	
2019	24.6497	
2020	24.5268	
2021	24.4124	
2022	24.3324	
2023	24.1707	
2024	24.0477	
2025	23.9205	
2026	23.6212	
2027	23.5154	
2028	23.3232	
2029	23.1658	
2030	22.9998	
2031	22.8382	
2032	22.6894	
2033	22.5363	
2034	22.4047	
2035	22.2817	
2036	22.133	
2037	22.0315	
2038	21.9128	
2039	21.7468	
2040	21.6152	
2041	21.5439	
2042	21.4811	
2043	21.4312	
2044	21.3899	
2045	21.3615	
2046	21.3461	
2047	21.3392	
2048	21.3581	
2049	21.3852	
2050	21.4342	
2051	21.4875	
2052	21.5494	
2053	21.6329	
2054	21.7292	
2055	21.8126	
2056	21.9089	
2057	22.0353	
2058	22.1532	
2059	22.2753	
2060	22.4146	
2061	22.5367	
2062	22.6885	
2063	22.8235	
2064	22.9672	
2065	23.1108	
2066	23.2501	
2067	23.398	
2068	23.5244	
2069	23.6595	
2070	23.7644	
2071	23.8693	
2072	23.9699	
2073	24.0619	
2074	24.1449	
2075	24.2154	
2076	24.2817	
2077	24.3479	
2078	24.3883	
2079	24.4287	
2080	24.4562	
2081	24.4623	
2082	24.4597	
2083	24.4356	
2084	24.4029	
2085	24.3401	
2086	24.2602	
2087	24.1845	
2088	24.1002	
2089	24.003	
2090	23.9016	
2091	23.7953	
2092	23.6853	
2093	23.5537	
2094	23.435	
2095	23.3034	
2096	23.1718	
2097	23.036	
2098	22.8915	
2099	22.7556	
2100	22.6068	
2101	22.458	
2102	22.3136	
2103	22.1863	
2104	22.0676	
2105	21.9532	
2106	21.856	
2107	21.7718	
2108	21.6746	
2109	21.6032	
2110	21.5447	
2111	21.4948	
2112	21.4536	
2113	21.4161	
2114	21.3964	
2115	21.3938	
2116	21.3869	
2117	21.4144	
2118	21.4677	
2119	21.5813	
2120	21.6948	
2121	21.7825	
2122	21.8831	
2123	21.9966	
2124	22.0887	
2125	22.1936	
2126	22.32	
2127	22.446	
2128	22.5724	
2129	22.7203	
2130	22.8511	
2131	22.999	
2132	23.1598	
2133	23.3335	
2134	23.4986	
2135	23.6466	
2136	23.9278	
2137	24.0198	
2138	24.1849	
2139	24.3152	
2140	24.3728	
2141	24.495	
2142	24.6128	
2143	24.6489	
2144	24.642	
2145	24.7426	
2146	24.8389	
2147	24.8966	
2148	24.9112	
2149	24.9215	
2150	24.9146	
2151	24.8604	
2152	24.802	
2153	24.7259	
2154	24.633	
2155	24.5358	
2156	24.4429	
2157	24.3586	
2158	24.2529	
2159	24.1342	
2160	24.0241	
2161	23.8968	
2162	23.7308	
2163	23.6165	
2164	23.4376	
2165	23.2716	
2166	23.0884	
2167	22.9181	
2168	22.778	
2169	22.6077	
2170	22.4632	
2171	22.3101	
2172	22.1828	
2173	22.0599	
2174	21.9283	
2175	21.8311	
2176	21.7382	
2177	21.6363	
2178	21.5434	
2179	21.485	
2180	21.4351	
2181	21.3852	
2182	21.3353	
2183	21.3026	
2184	21.2785	
2185	21.276	
2186	21.3035	
2187	21.3525	
2188	21.4058	
2189	21.4634	
2190	21.5211	
2191	21.6088	
2192	21.6965	
2193	21.7967	
2194	21.9016	
2195	22.0151	
2196	22.133	
2197	22.2551	
2198	22.3944	
2199	22.5251	
2200	22.6601	
2201	22.8038	
2202	22.956	
2203	23.1125	
2204	23.2647	
2205	23.4208	
2206	23.5558	
2207	23.6779	
2208	23.8001	
2209	23.905	
2210	24.0099	
2211	24.1019	
2212	24.1853	
2213	24.2559	
2214	24.3307	
2215	24.384	
2216	24.476	
2217	24.5809	
2218	24.6338	
2219	24.6614	
2220	24.6631	
2221	24.6476	
2222	24.6063	
2223	24.5392	
2224	24.4679	
2225	24.3836	
2226	24.3122	
2227	24.215	
2228	24.1049	
2229	24.0078	
2230	23.8934	
2231	23.779	
2232	23.6732	
2233	23.5416	
2234	23.4144	
2235	23.2828	
2236	23.1383	
2237	23.0067	
2238	22.845	
2239	22.713	
2240	22.5771	
2241	22.4413	
2242	22.3355	
2243	22.1996	
2244	22.111	
2245	22.0225	
2246	21.9167	
2247	21.841	
2248	21.7825	
2249	21.7369	
2250	21.6913	
2251	21.6501	
2252	21.6217	
2253	21.5976	
2254	21.5993	
2255	21.6226	
2256	21.6501	
2257	21.7034	
2258	21.7563	
2259	21.8182	
2260	21.893	
2261	21.9807	
2262	22.0771	
2263	22.1777	
2264	22.2869	
2265	22.409	
2266	22.5182	
2267	22.649	
2268	22.7711	
2269	22.9104	
2270	23.054	
2271	23.1929	
2272	23.3365	
2273	23.4716	
2274	23.6152	
2275	23.7416	
2276	23.8465	
2277	23.9643	
2278	24.0649	
2279	24.1613	
2280	24.2619	
2281	24.3238	
2282	24.3642	
2283	24.396	
2284	24.4403	
2285	24.4636	
2286	24.4868	
2287	24.4928	
2288	24.4945	
2289	24.5005	
2290	24.4808	
2291	24.4223	
2292	24.3552	
2293	24.2838	
2294	24.2124	
2295	24.1282	
2296	24.031	
2297	23.9123	
2298	23.8065	
2299	23.6792	
2300	23.5563	
2301	23.4376	
2302	23.3056	
2303	23.1783	
2304	23.0424	
2305	22.9022	
2306	22.7534	
2307	22.6047	
2308	22.4645	
2309	22.3286	
2310	22.197	
2311	22.0826	
2312	21.9683	
2313	21.8582	
2314	21.7524	
2315	21.6638	
2316	21.5838	
2317	21.5168	
2318	21.4583	
2319	21.4084	
2320	21.3671	
2321	21.3388	
2322	21.3061	
2323	21.3121	
2324	21.3349	
2325	21.3667	
2326	21.4114	
2327	21.4647	
2328	21.531	
2329	21.5972	
2330	21.6849	
2331	21.7812	
2332	21.8818	
2333	21.9997	
2334	22.1304	
2335	22.2568	
2336	22.3918	
2337	22.5221	
2338	22.67	
2339	22.8179	
2340	22.9616	
2341	23.1224	
2342	23.266	
2343	23.4698
