Sample,Distance
273,15.5359
274,15.7569
275,16.0162
276,16.2974
277,16.441
278,16.804
279,17.2099
280,17.633
281,18.1034
282,18.5867
283,19.0959
284,19.6222
285,20.1653
286,20.7647
287,21.3899
288,21.942
289,22.5071
290,23.0549
291,23.5855
292,24.1075
293,24.6037
294,25.1597
295,25.6904
296,26.1264
297,26.5151
298,26.8608
299,27.1807
300,27.4534
301,27.7518
302,27.9857
303,28.1164
304,28.1998
305,28.2402
306,28.2248
307,28.162
308,28.0472
309,27.8898
310,27.6636
311,27.3304
312,26.9623
313,26.6157
314,26.2304
315,25.7892
316,25.232
317,24.722
318,24.1948
319,23.6977
320,23.1791
321,22.6434
322,22.1033
323,21.5503
324,21.0016
325,20.4185
326,19.8355
327,19.3126
328,18.8155
329,18.3356
330,17.8729
331,17.4404
332,17.0336
333,16.7859
334,16.5167
335,16.2261
336,15.9655
337,15.8941
338,15.784
339,15.9104
340,15.9207
341,15.3764
342,15.3437
343,15.4228
344,15.2869
345,15.3789
346,15.5699
347,15.8081
348,16.0807
349,16.4049
350,16.7635
351,17.1351
352,17.5238
353,17.934
354,18.3782
355,18.8486
356,19.3276
357,19.8024
358,20.3373
359,20.9324
360,21.7898
361,22.501
362,22.8936
363,23.2651
364,23.727
365,24.1501
366,24.4915
367,24.9662
368,25.3979
369,25.7781
370,26.1152
371,26.3921
372,26.6518
373,26.8638
374,27.0418
375,27.1726
376,27.2517
377,27.2878
378,27.2809
379,27.2181
380,27.1296
381,26.9851
382,26.8062
383,26.58
384,26.3151
385,25.9987
386,25.6306
387,25.2152
388,24.7654
389,24.4446
390,24.0637
391,23.6225
392,23.3662
393,22.8519
394,22.1828
395,21.4669
396,20.7376
397,20.1932
398,19.679
399,19.1862
400,18.7106
401,18.235
402,17.8153
403,17.4343
404,17.0405
405,16.6724
406,16.3172
407,15.9964
408,15.7444
409,15.5312
410,15.3695
411,15.4658
412,15.6782
413,15.7659
414,15.8236
415,15.7866
416,15.6206
417,15.8115
418,16.0712
419,16.3224
420,16.4531
421,16.6823
422,17.0194
423,17.3307
424,17.6463
425,18.0523
426,18.5141
427,19.006
428,19.5151
429,20.0414
430,20.5721
431,21.1065
432,21.6286
433,22.1592
434,22.6812
435,23.2075
436,23.7081
437,24.2086
438,24.6919
439,25.1193
440,25.542
441,25.9307
442,26.2936
443,26.6136
444,26.8862
445,27.1072
446,27.2938
447,27.4331
448,27.5252
449,27.5871
450,27.5716
451,27.5346
452,27.4331
453,27.2844
454,27.084
455,26.8535
456,26.5671
457,26.2635
458,25.917
459,25.5317
460,25.1206
461,24.688
462,24.3629
463,23.9433
464,23.4548
465,22.9448
466,22.4219
467,22.1355
468,21.6428
469,21.0984
470,20.5497
471,19.958
472,19.3448
473,18.7274
474,18.0411
475,17.5702
476,17.1893
477,16.7954
478,16.4359
479,16.1237
480,15.8459
481,15.6155
482,15.4237
483,15.2792
484,15.2336
485,15.3686
486,15.357
487,15.2942
488,15.2057
489,15.2934
490,15.4542
491,15.6709
492,15.922
493,16.2205
494,16.5662
495,16.942
496,17.3393
497,17.771
498,18.22
499,18.6861
500,19.1217
501,19.6179
502,20.1614
503,20.8855
504,21.5795
505,22.2779
506,22.8343
507,23.3348
508,23.7962
509,24.0688
510,24.5392
511,24.9667
512,25.364
513,25.7312
514,26.0296
515,26.3151
516,26.4803
517,26.6798
518,26.8707
519,27.0186
520,27.1235
521,27.1726
522,27.1652
523,27.1283
524,27.0483
525,26.9253
526,26.755
527,26.5546
528,26.307
529,26.0163
530,25.6869
531,25.3317
532,24.9336
533,24.5186
534,24.0688
535,23.5932
536,23.1048
537,22.6077
538,22.0934
539,21.5748
540,21.0476
541,20.5334
542,20.0277
543,19.5263
544,19.0378
545,18.5536
546,18.1039
547,17.6799
548,17.2774
549,16.905
550,16.567
551,16.2635
552,16.033
553,15.9272
554,15.7139
555,15.4748
556,15.3519
557,15.4697
558,15.4972
559,15.3742
560,15.4146
561,15.5411
562,15.7234
563,15.9401
564,16.2041
565,16.5068
566,16.844
567,17.2112
568,17.5952
569,18.0269
570,18.4801
571,18.9591
572,19.451
573,19.9559
574,20.4736
575,20.987
576,21.5133
577,22.0349
578,22.5526
579,23.0575
580,23.5537
581,24.0241
582,24.4773
583,24.9004
584,25.3064
585,25.6865
586,26.0408
587,26.3517
588,26.6372
589,26.8754
590,27.0577
591,27.2057
592,27.2891
593,27.3295
594,27.314
595,27.2598
596,27.3777
597,27.2547
598,27.136
599,27.1248
600,26.8556
601,26.5392
602,26.1883
603,25.8202
604,25.4177
605,24.9809
606,24.544
607,24.0727
608,23.5154
609,22.9667
610,22.3707
611,21.6888
612,21.0584
613,20.4972
614,19.9701
615,19.4644
616,18.9673
617,18.5046
618,18.0763
619,17.6567
620,17.237
621,16.8603
622,16.5266
623,16.2273
624,15.984
625,15.7965
626,15.6004
627,15.4516
628,15.3372
629,15.3089
630,15.2676
631,15.265
632,15.3871
633,15.7629
634,16.027
635,16.2733
636,16.5804
637,16.8831
638,17.2073
639,17.51
640,17.8041
641,18.137
642,18.5773
643,19.0176
644,19.2945
645,19.7864
646,20.2951
647,20.8086
648,21.3263
649,21.844
650,22.3617
651,22.8708
652,23.3757
653,23.8805
654,24.3509
655,24.808
656,25.2225
657,25.6026
658,25.9354
659,26.2468
660,26.5194
661,26.7619
662,26.9872
663,27.1695
664,27.4594
665,27.5557
666,27.566
667,27.5548
668,27.4964
669,27.3949
670,27.2418
671,27.0371
672,26.7851
673,26.4944
674,26.1651
675,25.8013
676,25.3859
677,24.9189
678,24.3573
679,23.8947
680,23.4234
681,22.9392
682,22.4421
683,21.9579
684,21.4394
685,20.9294
686,20.3979
687,19.9051
688,19.4081
689,18.9196
690,18.4182
691,17.9297
692,17.5272
693,17.1548
694,16.8169
695,16.5133
696,16.2398
697,16.0136
698,15.839
699,15.6946
700,15.5931
701,15.5389
702,15.5234
703,15.551
704,15.6129
705,15.735
706,15.913
707,16.2974
708,16.5399
709,16.8126
710,17.1325
711,17.4653
712,17.8454
713,18.2513
714,18.6783
715,19.2133
716,19.7869
717,20.2788
718,20.8008
719,21.3228
720,21.8277
721,22.3024
722,22.7083
723,23.1099
724,23.567
725,24.0331
726,24.5336
727,25.0084
728,25.4186
729,25.7987
730,26.1401
731,26.4214
732,26.4274
733,26.6484
734,26.7834
735,26.8797
736,26.9632
737,26.9773
738,26.9189
739,26.8991
740,26.8449
741,26.7305
742,26.5688
743,26.3728
744,26.1423
745,25.8559
746,25.5394
747,25.2573
748,24.9538
749,24.5986
750,24.209
751,23.7898
752,23.3185
753,23.0923
754,22.621
755,22.1153
756,21.5838
757,20.932
758,20.3704
759,19.8647
760,19.3805
761,18.9221
762,18.5111
763,18.1172
764,17.7319
765,17.3939
766,17.0903
767,16.8298
768,16.5907
769,16.3774
770,16.2028
771,16.1014
772,16.0128
773,15.9113
774,15.8528
775,15.7341
776,15.8003
777,15.9182
778,16.0661
779,16.0764
780,16.2888
781,16.5615
782,16.8685
783,17.2052
784,17.5724
785,17.9654
786,18.3842
787,18.8073
788,19.2692
789,19.7482
790,20.253
791,20.7922
792,21.3314
793,21.853
794,22.375
795,22.867
796,23.3546
797,23.825
798,24.2739
799,24.7099
800,25.1245
801,25.5132
802,25.8675
803,26.316
804,26.6488
805,26.8913
806,27.0866
807,27.2517
808,27.3523
809,27.3927
810,27.3514
811,27.2328
812,27.1657
813,27.0599
814,26.8982
815,26.7107
816,26.4803
817,26.2025
818,25.8989
819,25.5695
820,25.21
821,24.8205
822,24.4008
823,23.9553
824,23.484
825,22.9826
826,22.4684
827,21.9799
828,21.4871
829,20.9943
830,20.5058
831,20.0217
832,19.5336
833,19.0795
834,18.8318
835,18.4294
836,18.1043
837,17.9168
838,17.5702
839,17.185
840,16.8169
841,16.4703
842,16.0162
843,15.8287
844,15.7444
845,15.6688
846,15.6275
847,15.6206
848,15.6653
849,15.753
850,15.8795
851,16.0442
852,16.2523
853,16.4948
854,16.776
855,17.0744
856,17.4159
857,17.7831
858,18.1761
859,18.5906
860,19.0266
861,19.4756
862,19.9159
863,20.3988
864,21.1143
865,21.8642
866,22.4077
867,22.8265
868,23.0906
869,23.5266
870,23.9325
871,24.304
872,24.6622
873,24.952
874,25.3064
875,25.6392
876,25.9376
877,26.1844
878,26.3839
879,26.5448
880,26.6669
881,26.7417
882,26.7778
883,26.7752
884,26.7168
885,26.6153
886,26.4794
887,26.3134
888,26.0829
889,25.8095
890,25.5016
891,25.2969
892,25.0062
893,24.6596
894,24.283
895,23.8719
896,23.4264
897,23.011
898,22.7676
899,22.3136
900,21.8208
901,21.3409
902,20.861
903,20.3897
904,19.9314
905,19.4902
906,19.0705
907,18.6594
908,18.2655
909,17.8975
910,17.5681
911,17.2602
912,16.9781
913,16.7433
914,16.5473
915,16.3641
916,16.2497
917,16.174
918,16.137
919,16.1474
920,16.205
921,16.2712
922,16.3546
923,16.3864
924,16.6075
925,16.8543
926,17.1441
927,17.4597
928,17.8097
929,18.1297
930,18.4281
931,18.8164
932,19.261
933,19.7271
934,20.2018
935,20.6894
936,21.1771
937,21.669
938,22.1437
939,22.627
940,23.0974
941,23.5545
942,23.9949
943,24.4223
944,24.8196
945,25.1911
946,25.5196
947,25.831
948,26.1122
949,26.3461
950,26.5499
951,26.7107
952,26.8329
953,26.9034
954,26.9391
955,26.9365
956,26.8823
957,26.798
958,26.7524
959,26.6381
960,26.4291
961,26.1513
962,25.8907
963,25.5957
964,25.2707
965,24.9155
966,24.5216
967,24.1019
968,23.6526
969,23.3705
970,22.9938
971,22.5225
972,22.0427
973,21.5542
974,21.0614
975,20.5514
976,19.9425
977,19.3853
978,18.6732
979,18.2019
980,17.8596
981,17.4743
982,17.1235
983,16.807
984,16.512
985,16.2643
986,16.0596
987,15.8937
988,15.7664
989,15.6821
990,15.6322
991,15.6081
992,15.64
993,15.7148
994,15.8369
995,16.002
996,16.2144
997,16.4613
998,16.7468
999,17.0495
1000,17.3905
1001,17.7534
1002,18.1077
1003,18.5308
1004,18.9841
1005,19.5018
1006,20.1657
1007,20.735
1008,21.3559
1009,21.8646
1010,22.3566
1011,22.7066
1012,23.0265
1013,23.4754
1014,23.8813
1015,24.1798
1016,24.4954
1017,24.8712
1018,25.2212
1019,25.5411
1020,25.831
1021,26.0645
1022,26.2855
1023,26.4592
1024,26.5985
1025,26.6948
1026,26.7396
1027,26.7413
1028,26.7086
1029,26.6243
1030,26.5013
1031,26.3611
1032,26.1565
1033,25.9346
1034,25.6568
1035,25.3575
1036,24.9894
1037,24.63
1038,24.2404
1039,23.8207
1040,23.3838
1041,22.934
1042,22.4671
1043,21.9958
1044,21.5116
1045,21.0403
1046,20.5781
1047,20.1111
1048,19.6613
1049,19.2201
1050,18.7919
1051,18.3851
1052,17.9869
1053,17.6274
1054,17.2937
1055,16.9902
1056,16.721
1057,16.4862
1058,16.2858
1059,16.1155
1060,15.9926
1061,15.9126
1062,15.8799
1063,15.8816
1064,15.9306
1065,16.0141
1066,16.3082
1067,16.4987
1068,16.7068
1069,16.945
1070,17.2219
1071,17.5247
1072,17.8661
1073,18.2376
1074,18.6134
1075,19.0279
1076,19.464
1077,19.9086
1078,20.3661
1079,20.8318
1080,21.3022
1081,21.7726
1082,22.2387
1083,22.7049
1084,23.1495
1085,23.5898
1086,24.0129
1087,24.4274
1088,24.8205
1089,25.17
1090,25.5029
1091,25.9991
1092,26.3534
1093,26.5873
1094,26.7739
1095,26.9176
1096,27.0225
1097,27.0715
1098,27.1033
1099,27.0965
1100,27.0595
1101,26.9752
1102,26.8522
1103,26.6905
1104,26.4858
1105,26.2468
1106,25.9733
1107,25.674
1108,25.336
1109,24.9679
1110,24.5698
1111,24.1071
1112,23.5756
1113,23.0656
1114,22.5771
1115,21.9984
1116,21.4282
1117,20.9311
1118,20.4469
1119,19.9756
1120,19.5044
1121,19.0675
1122,18.6478
1123,18.2496
1124,17.8859
1125,17.5436
1126,17.2357
1127,16.9454
1128,16.8134
1129,16.6561
1130,16.4815
1131,16.3327
1132,16.257
1133,16.1942
1134,16.1658
1135,16.1805
1136,16.2811
1137,16.3516
1138,16.4135
1139,16.4367
1140,16.6363
1141,16.8616
1142,16.9966
1143,17.2133
1144,17.5418
1145,17.9005
1146,18.2849
1147,18.6908
1148,19.1139
1149,19.5538
1150,19.9984
1151,20.456
1152,20.9393
1153,21.4226
1154,21.9403
1155,22.4408
1156,22.9242
1157,23.3688
1158,23.8044
1159,24.2232
1160,24.6248
1161,24.9963
1162,25.3377
1163,25.6577
1164,25.9518
1165,26.2029
1166,26.5529
1167,26.7739
1168,26.9391
1169,27.044
1170,27.1059
1171,27.1205
1172,27.0965
1173,27.0165
1174,26.9017
1175,26.7486
1176,26.5568
1177,26.3263
1178,26.0528
1179,25.6164
1180,25.2225
1181,24.8458
1182,24.4648
1183,24.0624
1184,23.6384
1185,23.2015
1186,22.7646
1187,22.302
1188,21.835
1189,21.3766
1190,20.901
1191,20.4383
1192,19.9455
1193,19.4872
1194,19.0417
1195,18.6177
1196,18.2281
1197,17.8729
1198,17.5393
1199,17.2357
1200,16.9622
1201,16.7274
1202,16.5184
1203,16.3396
1204,16.2123
1205,16.3215
1206,16.2845
1207,16.2647
1208,16.4944
1209,16.5907
1210,16.7085
1211,16.8521
1212,17.0301
1213,17.2426
1214,17.5066
1215,17.8007
1216,18.112
1217,18.4702
1218,18.8245
1219,19.2133
1220,19.5891
1221,19.8875
1222,20.2246
1223,20.5488
1224,20.8559
1225,21.365
1226,21.9429
1227,22.4774
1228,23.0682
1229,23.5343
1230,23.9574
1231,24.1484
1232,24.464
1233,24.7839
1234,25.0952
1235,25.3421
1236,25.5803
1237,25.7153
1238,25.9363
1239,26.1272
1240,26.2708
1241,26.371
1242,26.4201
1243,26.4347
1244,26.4063
1245,26.3478
1246,26.2377
1247,26.0976
1248,25.9015
1249,25.6925
1250,25.4276
1251,25.1412
1252,24.8119
1253,24.4438
1254,24.0628
1255,23.6646
1256,23.3266
1257,22.9672
1258,22.5737
1259,22.1497
1260,21.7128
1261,21.2674
1262,20.8262
1263,20.3721
1264,19.9395
1265,19.5156
1266,19.1088
1267,18.7278
1268,18.4027
1269,18.0819
1270,17.731
1271,17.3759
1272,17.1153
1273,16.8762
1274,16.6801
1275,16.5055
1276,16.3783
1277,16.1865
1278,16.0334
1279,16.0265
1280,16.0583
1281,16.1289
1282,16.2381
1283,16.386
1284,16.5726
1285,16.7936
1286,17.0357
1287,17.3213
1288,17.6326
1289,17.9783
1290,18.3412
1291,18.7299
1292,19.1402
1293,19.5547
1294,19.9993
1295,20.4482
1296,20.9143
1297,21.3886
1298,21.859
1299,22.3467
1300,22.8128
1301,23.2488
1302,23.6891
1303,24.0951
1304,24.4881
1305,24.851
1306,25.1924
1307,25.5037
1308,25.7845
1309,26.0184
1310,26.2266
1311,26.4003
1312,26.5396
1313,26.6273
1314,26.672
1315,26.6824
1316,26.6368
1317,26.5697
1318,26.4553
1319,26.3108
1320,26.132
1321,25.9058
1322,25.6667
1323,25.3803
1324,25.0595
1325,24.7259
1326,24.3621
1327,23.9811
1328,23.5786
1329,23.1589
1330,22.7436
1331,22.4787
1332,22.0461
1333,21.5963
1334,21.1809
1335,20.9677
1336,20.5351
1337,20.0939
1338,19.657
1339,19.1599
1340,18.6934
1341,18.2479
1342,17.7207
1343,17.3225
1344,17.0233
1345,16.7627
1346,16.5322
1347,16.3963
1348,16.2604
1349,16.1547
1350,16.0833
1351,16.0592
1352,16.0695
1353,16.1185
1354,16.1929
1355,16.3151
1356,16.4673
1357,16.6582
1358,16.8921
1359,17.1518
1360,17.446
1361,17.7745
1362,18.0987
1363,18.4401
1364,18.8417
1365,19.2735
1366,19.9331
1367,20.4934
1368,21.0971
1369,21.5417
1370,21.9605
1371,22.1601
1372,22.5832
1373,22.9977
1374,23.3606
1375,23.7192
1376,24.0048
1377,24.3634
1378,24.713
1379,25.0372
1380,25.3356
1381,25.5996
1382,25.8206
1383,26.0116
1384,26.138
1385,26.2429
1386,26.3134
1387,26.3409
1388,26.3255
1389,26.2627
1390,26.1741
1391,26.0425
1392,25.8722
1393,25.6461
1394,25.4156
1395,25.1421
1396,24.8385
1397,24.5134
1398,24.1626
1399,23.7773
1400,23.3877
1401,22.9809
1402,22.5655
1403,22.1373
1404,21.7047
1405,21.285
1406,20.8438
1407,20.3983
1408,20.0905
1409,19.7095
1410,19.3371
1411,18.9733
1412,18.6052
1413,18.263
1414,17.9293
1415,17.6257
1416,17.3608
1417,17.1174
1418,16.9343
1419,16.8629
1420,16.7485
1421,16.6599
1422,16.5971
1423,16.5903
1424,16.6178
1425,16.6582
1426,16.7502
1427,16.8723
1428,17.0289
1429,17.2155
1430,17.4752
1431,17.765
1432,18.0806
1433,18.4178
1434,18.7463
1435,19.0963
1436,19.39
1437,19.7744
1438,20.1975
1439,20.6335
1440,21.0782
1441,21.5185
1442,21.9631
1443,22.4077
1444,22.848
1445,23.2583
1446,23.6681
1447,24.0654
1448,24.4455
1449,24.7955
1450,25.1111
1451,25.3881
1452,25.5747
1453,25.7484
1454,25.9264
1455,26.1001
1456,26.2352
1457,26.3573
1458,26.5611
1459,26.623
1460,26.5946
1461,26.5405
1462,26.5379
1463,26.5912
1464,26.4252
1465,26.2076
1466,25.9342
1467,25.5231
1468,25.1593
1469,24.7826
1470,24.4102
1471,23.9777
1472,23.5021
1473,23.0351
1474,22.5982
1475,22.1312
1476,21.6772
1477,21.2188
1478,20.7647
1479,20.3149
1480,19.8823
1481,19.4928
1482,19.0731
1483,18.6835
1484,18.3111
1485,17.9602
1486,17.6309
1487,17.3273
1488,17.0538
1489,16.8104
1490,16.5885
1491,16.414
1492,16.2738
1493,16.1723
1494,16.1095
1495,16.0897
1496,16.1044
1497,16.1577
1498,16.1938
1499,16.3159
1500,16.4896
1501,16.7236
1502,17.1897
1503,17.5096
1504,17.8768
1505,18.2436
1506,18.6667
1507,19.064
1508,19.4528
1509,19.82
1510,19.998
1511,20.4254
1512,20.8572
1513,21.2373
1514,21.5357
1515,21.9674
1516,22.4077
1517,22.839
1518,23.2578
1519,23.6638
1520,24.0353
1521,24.4025
1522,24.7396
1523,25.0509
1524,25.3279
1525,25.579
1526,25.8086
1527,25.9952
1528,26.1302
1529,26.2395
1530,26.3272
1531,26.3715
1532,26.3689
1533,26.3319
1534,26.2519
1535,26.1289
1536,25.9716
1537,25.7755
1538,25.5536
1539,25.2973
1540,25.0023
1541,24.673
1542,24.3307
1543,23.9497
1544,23.5601
1545,23.1624
1546,22.747
1547,22.3316
1548,21.9033
1549,21.4708
1550,21.021
1551,20.6013
1552,20.173
1553,19.7619
1554,19.3595
1555,18.9699
1556,18.5975
1557,18.2466
1558,17.9086
1559,17.6137
1560,17.3746
1561,17.2903
1562,17.0985
1563,16.9325
1564,16.7924
1565,16.6866
1566,16.7442
1567,16.7932
1568,16.8293
1569,16.887
1570,16.9704
1571,17.0839
1572,17.2447
1573,17.4012
1574,17.6046
1575,17.8385
1576,18.1112
1577,18.4182
1578,18.7467
1579,19.1483
1580,19.5715
1581,19.9774
1582,20.3962
1583,20.815
1584,21.2338
1585,21.6612
1586,22.0796
1587,22.4426
1588,22.7195
1589,23.0566
1590,23.4195
1591,23.8082
1592,24.2271
1593,24.6244
1594,25.0518
1595,25.3674
1596,25.6314
1597,25.8697
1598,26.0387
1599,25.9716
1600,26.1109
1601,26.1857
1602,26.2347
1603,26.2365
1604,26.1737
1605,26.1324
1606,26.0051
1607,25.7875
1608,25.6344
1609,25.4427
1610,25.2208
1611,24.9516
1612,24.6695
1613,24.3788
1614,24.1312
1615,23.8147
1616,23.4939
1617,23.1215
1618,22.7147
1619,22.3123
1620,21.8969
1621,21.4686
1622,21.0322
1623,20.8447
1624,20.4723
1625,20.0741
1626,19.6673
1627,19.2864
1628,18.9226
1629,18.5932
1630,18.2724
1631,17.9731
1632,17.6997
1633,17.4692
1634,17.2215
1635,16.9738
1636,16.7089
1637,16.6118
1638,16.549
1639,16.5163
1640,16.5223
1641,16.5283
1642,16.5086
1643,16.5705
1644,16.7313
1645,16.9261
1646,17.1557
1647,17.4111
1648,17.7009
1649,17.9994
1650,18.3322
1651,18.6908
1652,19.0666
1653,19.4553
1654,19.8656
1655,20.2844
1656,20.6989
1657,21.1345
1658,21.5963
1659,22.0624
1660,22.5286
1661,22.9689
1662,23.3834
1663,23.7807
1664,24.1393
1665,24.4937
1666,24.8222
1667,25.1249
1668,25.3971
1669,25.6482
1670,25.8606
1671,26.03
1672,26.178
1673,26.2915
1674,26.362
1675,26.3981
1676,26.4041
1677,26.3672
1678,26.2958
1679,26.1728
1680,26.0326
1681,25.8537
1682,25.6405
1683,25.3928
1684,25.1064
1685,24.7942
1686,24.4218
1687,24.0366
1688,23.6513
1689,23.2531
1690,22.8463
1691,22.4352
1692,22.0199
1693,21.6002
1694,21.1676
1695,20.7436
1696,20.3325
1697,19.9215
1698,19.5276
1699,19.1423
1700,18.7704
1701,18.5442
1702,18.2965
1703,18.0015
1704,17.7237
1705,17.6696
1706,17.5251
1707,17.3376
1708,17.1931
1709,17.0486
1710,16.9472
1711,16.8925
1712,16.8685
1713,16.8831
1714,16.9321
1715,17.0155
1716,17.1334
1717,17.277
1718,17.4765
1719,17.7061
1720,17.9658
1721,18.2599
1722,18.5756
1723,18.9127
1724,19.2541
1725,19.6342
1726,20.0487
1727,20.5316
1728,20.9677
1729,21.3865
1730,21.5946
1731,21.9231
1732,22.2989
1733,22.6404
1734,22.8829
1735,23.2802
1736,23.656
1737,24.0275
1738,24.369
1739,24.6799
1740,24.9654
1741,25.2208
1742,25.4332
1743,25.6155
1744,25.7634
1745,25.877
1746,25.9475
1747,25.9793
1748,25.981
1749,25.9526
1750,25.877
1751,25.7712
1752,25.6353
1753,25.4693
1754,25.256
1755,25.0256
1756,24.7564
1757,24.4657
1758,24.1363
1759,23.794
1760,23.4174
1761,23.0364
1762,22.6253
1763,22.2271
1764,21.8247
1765,21.4136
1766,21.0025
1767,20.6
1768,20.1975
1769,19.8079
1770,19.4141
1771,19.0503
1772,18.6994
1773,18.3657
1774,18.0579
1775,17.7715
1776,17.5023
1777,17.2546
1778,17.0499
1779,16.8754
1780,16.7352
1781,16.6294
1782,16.558
1783,16.521
1784,16.527
1785,16.5503
1786,16.6294
1787,16.7429
1788,16.8865
1789,17.0688
1790,17.277
1791,17.5152
1792,17.7749
1793,18.069
1794,18.3889
1795,18.7304
1796,19.0933
1797,19.4734
1798,19.866
1799,20.2719
1800,20.6735
1801,21.0881
1802,21.5112
1803,21.93
1804,22.3445
1805,22.7504
1806,23.1478
1807,23.5236
1808,23.8865
1809,24.2318
1810,24.556
1811,24.8587
1812,25.1313
1813,25.3782
1814,25.5906
1815,25.76
1816,25.9036
1817,26.0172
1818,26.0963
1819,26.1324
1820,26.1384
1821,26.1057
1822,26.0387
1823,25.9587
1824,25.84
1825,25.6568
1826,25.4306
1827,25.1872
1828,24.9224
1829,24.6403
1830,24.3238
1831,24.0073
1832,23.7725
1833,23.4174
1834,23.0493
1835,22.6511
1836,22.2486
1837,21.8677
1838,21.663
1839,21.2648
1840,20.8494
1841,20.434
1842,20.0057
1843,19.5474
1844,19.1019
1845,18.6822
1846,18.3055
1847,17.9245
1848,17.4963
1849,17.2271
1850,16.9923
1851,16.8005
1852,16.6474
1853,16.5073
1854,16.423
1855,16.3731
1856,16.3576
1857,16.3765
1858,16.4299
1859,16.5305
1860,16.6569
1861,16.8478
1862,17.1978
1863,17.5479
1864,17.8764
1865,18.192
1866,18.542
1867,18.9566
1868,19.3233
1869,19.6992
1870,20.0836
1871,20.4207
1872,20.5987
1873,21.0132
1874,21.4192
1875,21.7692
1876,22.0676
1877,22.4434
1878,22.8407
1879,23.2295
1880,23.6005
1881,23.9463
1882,24.2748
1883,24.5689
1884,24.8544
1885,25.1099
1886,25.3352
1887,25.5218
1888,25.6783
1889,25.809
1890,25.8881
1891,25.9329
1892,25.9561
1893,25.9363
1894,25.8778
1895,25.7979
