Motion Through Fluids Experiment Fri, Mar 13, 2020 10:10 AM
Time(sec)	Position(mm)
0.017	6.689
0.067	6.142
0.117	3.409
0.167	2.315
0.217	1.768
0.267	1.222
0.317	1.222
0.367	1.222
0.417	26.372
0.467	31.839
0.517	37.307
0.567	42.774
0.617	47.695
0.667	53.162
0.717	58.630
0.767	64.097
0.817	69.564
0.867	75.032
0.917	81.046
0.967	85.967
1.017	91.981
1.068	99.089
1.117	104.556
1.167	110.570
1.217	117.131
1.268	123.145
1.317	129.706
1.368	135.720
1.417	141.735
1.467	147.749
1.517	154.310
1.567	160.324
1.617	166.885
1.667	172.899
1.717	179.460
1.767	185.474
1.817	192.035
1.867	198.049
1.917	204.610
1.967	210.624
2.017	217.185
2.067	223.199
2.117	229.214
2.167	235.775
2.217	241.789
2.267	248.350
2.317	254.364
2.367	0.000
2.417	0.000
2.467	0.000
2.517	0.000
2.567	0.000
2.617	0.000
2.667	0.000
2.717	0.000
2.768	0.000
2.817	0.000
2.867	0.000
2.917	0.000
2.967	0.000
3.017	0.000
3.067	0.000
3.117	0.000
3.167	0.000
3.218	0.000
3.267	0.000
3.317	0.000
3.367	0.000
3.417	0.000
3.467	0.000
3.517	0.000
3.567	0.000
3.617	0.000
3.667	0.000
3.717	0.000
3.767	0.000
3.817	0.000
3.867	0.000
3.917	0.000
3.967	0.000
