Motion Through Fluids Experiment Fri, Mar 13, 2020 10:12 AM
Time(sec)	Position(mm)
0.010	76.672
0.060	82.686
0.110	88.701
0.160	94.715
0.210	100.729
0.260	106.743
0.310	113.304
0.361	119.318
0.410	125.332
0.460	131.347
0.510	137.361
0.560	143.375
0.610	149.936
0.660	155.950
0.710	161.964
0.760	168.525
0.810	174.539
0.860	180.553
0.910	186.568
0.960	192.582
1.010	198.049
1.060	204.063
1.111	210.078
1.160	216.092
1.210	221.012
1.260	228.120
1.310	234.134
1.360	240.148
1.411	246.163
1.460	251.630
1.511	0.000
1.560	0.000
1.610	0.000
1.660	0.000
1.710	0.000
1.760	0.000
1.810	0.000
1.860	0.000
1.910	0.000
1.960	0.000
2.011	0.000
2.060	0.000
2.110	0.000
2.160	0.000
2.210	0.000
2.261	0.000
2.310	0.000
2.360	0.000
2.410	0.000
2.460	0.000
2.510	0.000
2.560	0.000
2.610	0.000
2.660	0.000
2.710	0.000
2.760	0.000
2.811	0.000
2.860	0.000
2.910	0.000
2.960	0.000
3.010	0.000
3.060	0.000
3.110	0.000
3.160	0.000
3.210	0.000
3.260	0.000
3.310	0.000
3.360	0.000
3.410	0.000
3.460	0.000
3.510	0.000
3.560	0.000
3.610	0.000
3.660	0.000
3.710	0.000
3.760	0.000
3.810	0.000
3.860	0.000
3.910	0.000
3.960	0.000
