Motion Through Fluids Experiment Fri, Mar 13, 2020 10:14 AM
Time(sec)	Position(mm)
0.012	22.545
0.112	35.120
0.162	41.134
0.212	47.148
0.262	53.709
0.312	59.723
0.362	66.284
0.412	72.845
0.462	79.406
0.512	85.967
0.562	93.074
0.612	99.635
0.662	106.743
0.712	113.851
0.762	121.505
0.812	128.613
0.863	135.720
0.913	142.828
0.962	150.483
1.012	157.590
1.062	164.698
1.112	172.899
1.162	180.007
1.212	187.661
1.262	195.316
1.312	202.423
1.363	210.078
1.412	217.732
1.462	225.386
1.512	233.041
1.562	240.695
1.612	248.350
1.662	254.364
1.712	0.000
1.762	0.000
1.812	0.000
1.862	0.000
1.912	0.000
1.962	0.000
2.012	0.000
2.062	0.000
2.112	0.000
2.162	0.000
2.212	0.000
2.262	0.000
2.312	0.000
2.362	0.000
2.413	0.000
2.462	0.000
2.512	0.000
2.562	0.000
2.612	0.000
2.662	0.000
2.712	0.000
2.762	0.000
2.812	0.000
2.862	0.000
2.912	0.000
2.962	0.000
3.012	0.000
