Motion Through Fluids Experiment Fri, Mar 13, 2020 10:16 AM
Time(sec)	Position(mm)
0.048	1.768
0.098	1.222
0.149	0.675
0.198	0.675
0.248	8.329
0.298	8.876
0.348	7.782
0.398	1.222
0.448	19.811
0.498	25.278
0.548	31.839
0.598	38.400
0.648	44.961
0.698	51.522
0.748	58.083
0.798	64.097
0.848	70.111
0.898	76.672
0.948	83.233
0.998	90.341
1.048	96.902
1.099	103.463
1.148	110.570
1.198	117.131
1.248	124.239
1.298	130.800
1.348	138.454
1.398	145.562
1.448	152.670
1.498	160.324
1.548	167.978
1.598	175.086
1.648	182.740
1.698	190.395
1.748	197.502
1.798	205.157
1.848	212.811
1.898	220.466
1.948	228.667
1.998	236.321
2.049	243.976
2.098	251.630
2.148	0.000
2.198	0.000
2.248	0.000
2.298	0.000
2.348	0.000
2.399	0.000
2.448	0.000
2.498	0.000
2.548	0.000
2.598	0.000
2.648	0.000
2.698	0.000
2.748	0.000
2.798	0.000
2.848	0.000
2.898	0.000
2.948	0.000
2.998	0.000
