Motion Through Fluids Experiment Fri, Mar 13, 2020 9:35 AM
Time(sec)	Position(mm)
0.021	12.156
0.071	12.156
0.127	12.703
0.171	13.250
0.221	13.797
0.271	14.343
0.321	14.343
0.371	14.890
0.421	15.437
0.472	15.984
0.521	16.530
0.572	16.530
0.621	17.077
0.671	17.624
0.721	18.171
0.771	18.717
0.821	19.264
0.871	19.264
0.922	19.811
0.971	20.358
1.021	20.358
1.071	20.904
1.121	21.451
1.171	21.998
1.221	22.545
1.271	22.545
1.321	23.091
1.371	23.638
1.421	23.638
1.471	24.185
1.522	24.732
1.571	25.278
1.621	25.825
1.671	25.825
1.721	26.372
1.771	26.918
1.821	27.465
1.871	27.465
1.921	28.012
1.971	28.559
2.021	29.105
2.071	29.652
2.121	29.652
2.171	30.199
2.221	30.746
2.321	31.839
2.371	31.839
2.421	32.386
2.521	33.479
2.621	34.026
2.671	34.573
2.721	35.120
2.771	35.120
2.821	35.666
2.871	36.213
2.921	36.760
2.972	36.760
3.021	37.307
3.071	37.853
3.121	38.400
3.171	38.947
3.221	38.947
3.271	39.494
3.321	40.040
3.371	40.587
3.421	40.587
3.471	41.134
3.521	41.681
3.571	42.227
3.621	42.227
3.671	42.774
3.721	43.321
3.771	43.868
3.821	43.868
3.871	44.414
3.921	44.961
3.971	45.508
4.021	45.508
4.071	46.055
4.121	46.601
4.171	46.601
4.221	47.148
4.271	47.695
4.321	48.241
4.371	48.788
4.421	48.788
4.471	49.335
4.521	49.882
4.571	49.882
4.621	50.428
4.671	50.975
4.721	51.522
4.772	52.069
4.821	52.069
4.871	52.615
4.921	53.162
4.971	53.709
5.021	53.709
5.071	54.256
5.121	54.802
5.171	55.349
5.221	55.349
5.271	55.896
5.321	56.443
5.371	56.989
5.421	56.989
5.471	57.536
5.522	58.083
5.571	58.630
5.621	58.630
5.671	59.176
5.721	59.723
5.771	60.270
5.821	60.817
5.871	60.817
5.921	61.363
5.971	61.910
6.021	61.910
6.071	62.457
6.121	63.004
6.171	63.550
6.221	64.097
6.271	64.097
6.321	64.644
6.371	65.191
6.421	65.737
6.471	65.737
6.521	66.284
6.571	66.831
6.621	67.378
6.671	67.378
6.721	67.924
6.771	68.471
6.821	69.018
6.872	69.018
6.921	69.564
6.971	70.111
7.021	70.658
7.071	70.658
7.121	71.205
7.171	71.751
7.221	72.298
7.271	72.298
7.321	72.845
7.371	73.392
7.421	73.938
7.471	73.938
7.521	74.485
7.572	75.032
7.621	75.579
7.671	76.125
7.721	76.125
7.771	76.672
7.821	77.219
7.871	77.766
7.921	77.766
7.971	78.312
8.021	78.859
8.071	79.406
8.121	79.406
8.171	79.953
8.221	80.499
8.271	81.046
8.321	81.046
8.371	81.593
8.421	82.140
8.471	82.686
8.521	82.686
8.571	83.233
8.621	83.780
8.671	83.780
8.721	84.327
8.771	84.873
8.821	85.420
8.871	85.967
8.921	85.967
8.971	86.514
9.021	87.060
9.071	87.607
9.121	87.607
9.171	88.154
9.221	88.701
9.271	89.247
9.322	89.247
9.372	89.794
9.421	90.341
9.472	90.887
9.521	90.887
9.571	91.434
9.621	91.981
9.671	92.528
9.721	92.528
9.771	93.074
9.821	93.621
9.872	94.168
9.921	94.168
9.971	94.715
10.021	95.261
10.071	95.808
10.121	95.808
10.171	96.355
10.221	96.902
10.271	97.448
10.321	97.448
10.371	97.995
10.421	98.542
10.471	99.089
10.521	99.089
10.571	99.635
10.621	100.182
10.671	100.729
10.722	100.729
10.771	101.276
10.821	101.822
10.871	102.369
10.921	102.369
10.971	102.916
11.021	103.463
11.071	104.009
11.121	104.009
11.171	104.556
11.221	105.103
11.271	105.650
11.321	105.650
11.371	106.196
11.421	106.743
11.471	107.290
11.521	107.837
11.571	107.837
11.621	108.383
11.671	108.930
11.722	109.477
11.771	109.477
11.821	110.024
11.871	110.570
11.921	111.117
11.971	111.117
12.022	111.664
12.071	112.210
12.121	112.757
