Motion Through Fluids Experiment Fri, Mar 13, 2020 9:30 AM
Time(sec)	Position(mm)
0.035	0.000
0.085	0.000
0.135	0.000
0.185	0.000
0.235	0.000
0.285	0.000
0.335	0.000
0.385	0.000
0.436	0.000
0.485	0.000
0.535	0.000
0.586	0.000
0.635	0.675
0.686	0.675
0.735	0.675
0.785	1.222
0.835	1.222
0.885	1.222
0.935	1.768
0.985	1.768
1.035	2.315
1.085	2.315
1.135	2.315
1.185	2.315
1.235	2.862
1.285	2.862
1.335	2.862
1.385	3.409
1.435	3.409
1.485	3.955
1.535	3.955
1.585	3.955
1.635	3.955
1.685	4.502
1.735	4.502
1.786	5.049
1.835	5.049
1.885	5.049
1.935	5.595
1.985	5.595
2.035	5.595
2.085	6.142
2.135	6.142
2.185	6.689
2.235	6.689
2.285	6.689
2.335	6.689
2.385	7.236
2.435	7.236
2.485	7.236
2.536	7.782
2.585	7.782
2.635	7.782
2.685	8.329
2.735	8.329
2.785	8.876
2.835	8.876
2.885	8.876
2.935	9.423
2.985	9.423
3.035	9.423
3.085	9.969
3.135	9.969
3.185	9.969
3.235	10.516
3.285	10.516
3.335	10.516
3.385	11.063
3.435	11.063
3.485	11.063
3.535	11.610
3.585	11.610
3.635	11.610
3.685	12.156
3.735	12.156
3.785	12.156
3.835	12.703
3.885	12.703
3.935	12.703
3.985	13.250
4.035	13.250
4.085	13.797
4.135	13.797
4.186	13.797
4.235	13.797
4.285	14.343
4.335	14.343
4.385	14.343
4.435	14.890
4.485	14.890
4.535	14.890
4.585	15.437
4.635	15.437
4.685	15.437
4.735	15.984
4.785	15.984
4.835	16.530
4.885	16.530
4.935	16.530
4.985	17.077
5.035	17.077
5.085	17.077
5.135	17.077
5.185	17.624
5.235	17.624
5.285	17.624
5.335	18.171
5.385	18.171
5.435	18.171
5.485	18.717
5.536	18.717
5.585	18.717
5.635	19.264
5.686	19.264
5.735	19.264
5.785	19.811
5.835	19.811
5.885	19.811
5.935	20.358
5.985	20.358
6.035	20.904
6.085	20.904
6.135	20.904
6.186	21.451
6.235	21.451
6.285	21.451
6.335	21.998
6.385	21.998
6.435	21.998
6.485	22.545
6.535	22.545
6.585	22.545
6.635	23.091
6.685	23.091
6.735	23.091
6.785	23.638
6.835	23.638
6.885	23.638
6.935	24.185
6.985	24.185
7.035	24.185
7.085	24.732
7.135	24.732
7.185	24.732
7.236	25.278
7.285	25.278
7.335	25.278
7.385	25.825
7.435	25.825
7.485	25.825
7.535	26.372
7.585	26.372
7.635	26.372
7.685	26.918
7.736	26.918
7.785	26.918
7.835	27.465
7.885	27.465
7.935	27.465
7.985	28.012
8.035	28.012
8.085	28.559
8.135	28.559
8.185	28.559
8.235	29.105
8.285	29.105
8.335	29.105
8.385	29.105
8.435	29.652
8.485	29.652
8.535	29.652
8.585	30.199
8.635	30.199
8.685	30.746
8.735	30.746
8.785	30.746
8.835	31.292
8.885	31.292
8.935	31.292
8.985	31.839
9.035	31.839
9.085	31.839
9.135	32.386
9.185	32.386
9.235	32.386
9.285	32.933
9.335	32.933
9.385	32.933
9.435	33.479
9.485	33.479
9.535	33.479
9.585	34.026
9.635	34.026
9.685	34.026
9.735	34.573
9.785	34.573
9.835	34.573
9.885	35.120
9.935	35.120
9.985	35.120
10.035	35.666
10.085	35.666
10.135	35.666
10.185	36.213
10.236	36.213
10.285	36.213
10.335	36.760
10.385	36.760
10.435	36.760
10.486	37.307
10.535	37.307
10.585	37.853
10.635	37.853
10.685	37.853
10.736	38.400
10.785	38.400
10.835	38.400
10.885	38.947
10.935	38.947
10.985	38.947
11.035	39.494
11.085	39.494
11.135	39.494
11.185	40.040
11.235	40.040
11.285	40.040
11.335	40.587
11.385	40.587
11.435	40.587
11.485	41.134
11.535	41.134
11.585	41.134
11.635	41.681
11.686	41.681
11.735	41.681
11.785	42.227
11.835	42.227
11.885	42.227
11.935	42.774
11.985	42.774
