Motion Through Fluids Experiment Mon, Mar 09, 2020 4:27 PM
Time(sec)	Position(mm)
0.007	126.426
0.107	128.613
0.207	129.706
0.257	130.253
0.307	131.347
0.357	131.893
0.407	132.440
0.457	133.533
0.507	134.080
0.557	135.174
0.607	135.720
0.657	136.267
0.707	137.361
0.757	137.907
0.807	139.001
0.857	139.548
0.907	140.094
0.957	141.188
1.007	141.735
1.057	142.828
1.107	143.375
1.157	143.922
1.207	145.015
1.257	145.562
1.307	146.655
1.357	147.202
1.407	147.749
1.457	148.842
1.507	149.389
1.558	149.936
1.607	151.029
1.657	151.576
1.707	152.670
1.757	153.216
1.807	154.310
1.857	154.856
1.907	155.403
1.957	156.497
2.007	157.043
2.057	157.590
2.107	158.684
2.157	159.230
2.207	160.324
2.257	160.871
2.307	161.417
2.357	162.511
2.407	163.058
2.457	164.151
2.507	164.698
2.557	165.245
2.607	166.338
2.657	166.885
2.707	167.978
2.757	168.525
2.807	169.072
2.857	170.165
2.907	170.712
2.958	171.259
3.008	172.352
3.058	172.899
3.107	173.992
3.157	174.539
3.207	175.086
3.258	176.179
3.307	176.726
3.357	177.820
3.407	178.366
3.457	178.913
3.507	180.007
3.558	180.553
3.607	181.100
3.657	182.194
3.707	182.740
3.757	183.834
3.808	184.381
3.857	184.927
3.907	186.021
3.957	186.568
4.007	187.661
4.057	188.208
4.107	188.755
4.157	189.848
4.208	190.395
4.257	190.942
4.307	192.035
4.357	192.582
4.407	193.675
4.457	194.222
4.508	195.316
4.557	195.862
4.607	196.409
4.657	196.956
4.707	198.049
4.757	198.596
4.807	199.689
4.858	200.236
4.907	200.783
4.957	201.876
5.007	202.423
5.057	202.970
5.107	204.063
5.157	204.610
5.207	205.704
5.257	206.250
5.307	206.797
5.358	207.891
5.407	208.437
5.457	208.984
5.507	210.078
5.557	210.624
5.607	211.171
5.657	212.265
5.707	212.811
5.757	213.905
5.807	214.452
5.857	214.998
5.907	216.092
5.957	216.638
6.007	217.185
6.057	218.279
6.107	218.825
6.157	219.919
6.207	220.466
6.257	221.012
6.307	222.106
6.357	222.653
6.407	223.746
6.457	224.293
6.507	224.840
6.557	225.933
6.607	226.480
6.657	227.573
6.707	228.120
6.758	228.667
6.807	229.760
6.857	230.307
6.907	230.854
6.957	231.947
7.007	232.494
7.057	233.041
7.107	234.134
7.158	234.681
7.207	235.775
7.257	236.321
7.307	236.868
7.357	237.962
7.407	238.508
7.457	239.055
7.507	239.602
7.557	240.695
7.607	241.242
7.657	241.789
7.707	242.882
7.757	243.429
7.807	243.976
7.857	245.069
7.907	245.616
7.958	246.163
8.007	246.709
8.057	247.256
8.108	248.350
8.157	248.896
8.207	249.443
8.257	249.990
8.307	251.083
8.357	251.630
8.407	252.177
8.457	252.724
8.507	253.270
8.557	254.364
8.607	254.911
8.657	254.911
8.708	255.457
8.757	0.000
8.807	0.000
8.857	0.000
8.907	0.000
8.957	0.000
9.007	0.000
9.057	0.000
9.107	0.000
9.158	0.000
9.207	0.000
9.257	0.000
9.307	0.000
9.357	0.000
9.407	0.000
9.457	0.000
9.507	0.000
9.557	0.000
9.607	0.000
9.657	0.000
9.707	0.000
9.757	0.000
9.807	0.000
9.857	0.000
9.907	0.000
9.957	0.000
10.007	0.000
10.057	0.000
