Motion Through Fluids Experiment Mon, Mar 09, 2020 3:57 PM
Time(sec)	Position(mm)
0.015	53.162
0.065	58.630
0.115	64.097
0.165	69.564
0.215	75.032
0.265	80.499
0.316	85.967
0.365	90.887
0.415	97.448
0.465	102.916
0.515	108.930
0.565	114.397
0.616	119.865
0.665	124.786
0.715	130.800
0.765	136.267
0.815	142.281
0.865	148.296
0.915	154.310
0.965	159.777
1.015	165.791
1.065	171.259
1.115	177.273
1.165	182.740
1.215	188.755
1.265	194.222
1.315	200.236
1.365	205.704
1.415	211.718
1.465	217.732
1.515	223.199
1.565	229.214
1.615	235.228
1.665	241.242
1.716	247.256
1.765	253.270
1.815	0.000
1.865	0.000
1.915	0.000
1.965	0.000
2.015	0.000
2.065	0.000
2.115	0.000
2.165	0.000
2.215	0.000
2.265	0.000
2.315	0.000
2.365	0.000
2.415	0.000
2.466	0.000
2.516	0.000
2.565	0.000
2.615	0.000
2.665	0.000
2.715	0.000
2.765	0.000
2.815	0.000
2.865	0.000
2.915	0.000
2.965	0.000
3.015	0.000
3.065	0.000
3.115	0.000
3.165	0.000
3.216	0.000
3.265	0.000
3.315	0.000
3.365	0.000
3.415	0.000
3.465	0.000
3.515	0.000
3.565	0.000
3.615	0.000
3.665	0.000
3.715	0.000
3.765	0.000
3.815	0.000
3.865	0.000
3.915	0.000
3.965	0.000
