Motion Through Fluids Experiment Mon, Mar 09, 2020 3:57 PM
Time(sec)	Position(mm)
0.046	29.105
0.096	34.026
0.146	39.494
0.196	44.414
0.247	49.882
0.296	55.349
0.346	60.817
0.396	66.284
0.446	72.298
0.497	77.766
0.546	83.780
0.596	89.794
0.646	95.808
0.696	101.822
0.746	107.837
0.796	113.851
0.846	119.865
0.896	125.879
0.946	131.893
0.996	137.907
1.046	143.922
1.096	149.936
1.146	155.950
1.196	161.964
1.246	167.978
1.296	173.992
1.346	180.007
1.396	186.021
1.446	192.035
1.496	198.049
1.546	204.610
1.596	210.624
1.646	216.638
1.696	222.653
1.747	229.214
1.796	235.228
1.846	241.242
1.896	247.803
1.946	253.817
1.996	0.000
2.046	0.000
2.096	0.000
2.146	0.000
2.196	0.000
2.246	0.000
2.296	0.000
2.346	0.000
2.396	0.000
2.446	0.000
2.497	0.000
2.546	0.000
2.596	0.000
2.646	0.000
2.696	0.000
2.747	0.000
2.796	0.000
2.846	0.000
2.896	0.000
2.946	0.000
2.996	0.000
3.046	0.000
3.096	0.000
3.147	0.000
3.196	0.000
3.246	0.000
3.297	0.000
3.346	0.000
3.396	0.000
3.446	0.000
3.496	0.000
3.546	0.000
3.596	0.000
3.647	0.000
3.696	0.000
3.746	0.000
3.796	0.000
3.846	0.000
3.896	0.000
3.946	0.000
3.996	0.000
